Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
Armen Gilliam,1995-96,SF,NJN,78.0,76.0,36.6,7.4,15.6,0.474,0.0,0.0,0.0,3.6,4.5,0.791,3.1,6.1,9.1,1.8,0.9,0.7,2.3,2.3,18.3,17.6,0.522,23.7,6.7,0.8,1.9
Robert Pack,1995-96,PG,WSB,31.0,31.0,35.0,6.1,14.3,0.428,0.8,3.2,0.265,5.0,5.9,0.846,0.9,3.3,4.3,7.8,2.0,0.0,3.7,2.2,18.1,19.3,0.534,26.3,2.7,2.0,1.1
Steve Smith,1995-96,SG,ATL,80.0,80.0,35.7,6.2,14.3,0.432,1.8,5.3,0.331,4.0,4.8,0.826,1.6,2.5,4.1,2.8,0.9,0.2,1.9,2.6,18.1,16.6,0.551,23.0,7.9,1.0,2.1
Dennis Scott,1995-96,SF,ORL,82.0,82.0,37.1,6.0,13.6,0.44,3.3,7.7,0.425,2.2,2.7,0.82,0.8,3.0,3.8,3.0,1.1,0.4,1.5,2.1,17.5,16.1,0.589,19.9,8.8,2.3,3.3
Detlef Schrempf,1995-96,SF,SEA,63.0,60.0,34.9,5.7,11.7,0.486,1.2,2.8,0.408,4.6,5.9,0.776,1.2,4.0,5.2,4.4,0.9,0.1,2.3,2.8,17.1,17.3,0.598,21.3,8.2,2.5,2.5
Clarence Weatherspoon,1995-96,SF,PHI,78.0,75.0,39.7,6.3,13.0,0.484,0.0,0.0,0.0,4.1,5.5,0.746,3.0,6.6,9.7,2.0,1.4,1.4,2.3,2.7,16.7,17.1,0.541,19.9,5.8,-0.2,1.4
Jason Kidd,1995-96,PG,DAL,81.0,81.0,37.5,6.1,16.0,0.381,1.6,4.9,0.336,2.8,4.1,0.692,2.5,4.3,6.8,9.7,2.2,0.3,4.0,1.9,16.6,17.8,0.468,24.3,4.3,2.0,3.0
Christian Laettner,1995-96,C,2TM,74.0,71.0,33.7,6.0,12.3,0.487,0.1,0.5,0.231,4.4,5.4,0.818,2.5,4.8,7.3,2.7,1.0,1.0,2.5,3.7,16.4,17.7,0.563,22.6,6.2,0.6,1.6
Tom Gugliotta,1995-96,PF,MIN,78.0,78.0,36.3,6.1,12.9,0.471,0.3,1.1,0.302,3.7,4.8,0.773,2.3,6.6,8.8,3.1,1.8,1.2,3.0,3.4,16.2,16.9,0.54,21.9,5.3,1.0,2.1
Vernon Maxwell,1995-96,PG,PHI,75.0,57.0,32.9,5.5,14.0,0.39,1.9,6.1,0.317,3.3,4.4,0.756,0.5,2.5,3.1,4.4,1.3,0.2,2.9,2.4,16.2,13.9,0.508,25.6,0.9,-1.7,0.2
Tracy Murray,1995-96,SF,TOR,82.0,37.0,30.0,6.0,13.3,0.454,1.8,4.4,0.422,2.2,2.7,0.831,1.4,2.9,4.3,1.6,1.1,0.5,1.6,2.5,16.2,16.8,0.557,23.7,4.9,0.1,1.3
Loy Vaught,1995-96,PF,LAC,80.0,78.0,37.1,7.1,13.6,0.525,0.1,0.2,0.368,1.9,2.6,0.727,2.6,7.6,10.1,1.4,1.1,0.5,2.0,3.0,16.2,16.7,0.551,20.1,6.3,-0.9,0.8
Bison Dele,1995-96,C,LAC,65.0,65.0,33.2,6.4,11.8,0.543,0.0,0.1,0.167,3.0,4.1,0.734,2.3,5.3,7.6,1.9,1.1,0.8,2.9,3.5,15.8,17.0,0.582,22.2,4.0,-0.6,0.8
Mookie Blaylock,1995-96,PG,ATL,81.0,81.0,35.7,5.6,13.9,0.405,2.9,7.7,0.371,1.6,2.1,0.747,1.4,2.7,4.1,5.9,2.6,0.2,2.3,1.9,15.7,18.9,0.529,21.5,9.0,5.3,5.4
Hersey Hawkins,1995-96,SG,SEA,82.0,82.0,34.4,5.4,11.4,0.473,1.8,4.6,0.384,3.0,3.5,0.874,1.0,2.6,3.6,2.7,1.8,0.2,2.0,2.1,15.6,16.1,0.603,19.4,9.5,2.8,3.4
Joe Smith,1995-96,PF,GSW,82.0,82.0,34.4,5.7,12.5,0.458,0.1,0.3,0.357,3.7,4.8,0.773,3.7,5.1,8.7,1.0,1.0,1.6,1.7,2.7,15.3,17.2,0.523,20.6,6.8,-0.7,0.9
Tim Hardaway,1995-96,PG,2TM,80.0,46.0,31.7,5.2,12.4,0.422,1.7,4.7,0.364,3.0,3.8,0.79,0.4,2.4,2.9,8.0,1.7,0.2,2.9,2.5,15.2,18.7,0.54,23.8,7.3,3.1,3.3
Kenny Anderson,1995-96,PG,2TM,69.0,64.0,34.0,5.1,12.1,0.418,1.3,3.7,0.359,3.8,4.9,0.769,0.9,2.0,2.9,8.3,1.6,0.2,2.1,2.6,15.2,19.5,0.534,21.4,7.7,4.3,3.7
Jeff Hornacek,1995-96,SG,UTA,82.0,59.0,31.6,5.4,10.7,0.502,1.3,2.7,0.466,3.2,3.5,0.893,0.8,1.8,2.5,4.1,1.3,0.2,1.5,2.1,15.2,19.1,0.619,20.1,10.2,4.4,4.2
Calbert Cheaney,1995-96,SF,WSB,70.0,70.0,33.2,6.1,12.9,0.471,0.7,2.2,0.338,2.2,3.1,0.706,1.0,2.5,3.4,2.2,1.0,0.3,1.8,2.9,15.1,13.0,0.528,21.7,3.2,-1.9,0.1
Chris Mills,1995-96,SF,CLE,80.0,80.0,38.3,5.7,12.1,0.468,1.0,2.6,0.376,2.7,3.3,0.829,1.4,4.1,5.5,2.4,0.9,0.7,1.5,3.0,15.1,15.2,0.554,19.9,7.8,-0.1,1.5
Michael Finley,1995-96,SF,PHO,82.0,72.0,39.2,5.7,11.9,0.476,0.7,2.3,0.328,3.0,3.9,0.749,1.7,2.9,4.6,3.5,1.0,0.4,1.6,2.4,15.0,14.0,0.551,17.3,6.3,-0.2,1.5
Dale Ellis,1995-96,SF,DEN,81.0,52.0,32.4,5.7,11.8,0.479,1.9,4.5,0.412,1.7,2.2,0.76,1.1,2.8,3.9,1.7,0.7,0.1,1.2,2.4,14.9,14.7,0.58,19.3,6.2,0.6,1.7
Nick Van Exel,1995-96,PG,LAL,74.0,74.0,34.0,5.4,12.8,0.417,1.9,5.4,0.357,2.2,2.8,0.799,0.4,2.1,2.4,6.9,0.9,0.1,2.1,1.6,14.9,15.9,0.528,21.4,5.7,0.6,1.6
Nick Anderson,1995-96,SG,ORL,77.0,77.0,35.3,5.2,11.7,0.442,2.2,5.6,0.391,2.2,3.1,0.692,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7,16.5,0.562,19.1,7.4,2.9,3.4
John Stockton,1995-96,PG,UTA,82.0,82.0,35.5,5.4,10.0,0.538,1.2,2.7,0.422,2.9,3.4,0.83,0.7,2.1,2.8,11.2,1.7,0.2,3.0,2.5,14.7,21.9,0.642,18.7,13.0,6.8,6.4
Magic Johnson,1995-96,PF,LAL,32.0,9.0,29.9,4.3,9.2,0.466,0.7,1.8,0.379,5.4,6.3,0.856,1.3,4.5,5.7,6.9,0.8,0.4,3.2,1.5,14.6,21.1,0.612,22.7,3.6,5.2,1.8
Anthony Mason,1995-96,SF,NYK,82.0,82.0,42.2,5.5,9.7,0.563,0.0,0.0,,3.6,5.0,0.72,2.7,6.6,9.3,4.4,0.8,0.4,2.6,3.0,14.6,15.8,0.61,16.1,11.3,1.9,3.4
Bobby Phills,1995-96,SG,CLE,72.0,69.0,35.1,5.4,11.5,0.467,1.3,2.9,0.441,2.6,3.3,0.775,0.9,2.8,3.6,3.8,1.4,0.4,1.8,2.7,14.6,16.8,0.564,21.1,7.1,1.7,2.3
Sam Cassell,1995-96,PG,HOU,61.0,0.0,27.6,4.7,10.8,0.439,1.2,3.4,0.348,3.9,4.7,0.825,0.8,2.2,3.1,4.6,0.9,0.1,2.6,2.7,14.5,16.8,0.565,25.1,3.9,0.3,1.0
Dell Curry,1995-96,SG,CHH,82.0,29.0,28.9,5.4,11.9,0.453,2.0,5.0,0.404,1.8,2.1,0.854,0.8,2.4,3.2,2.1,1.3,0.3,1.6,2.1,14.5,16.8,0.568,22.5,5.1,1.8,2.3
Vinny Del Negro,1995-96,SG,SAS,82.0,82.0,33.7,5.8,11.7,0.497,0.7,1.8,0.38,2.2,2.6,0.832,0.4,2.9,3.3,3.8,1.0,0.1,1.2,2.0,14.5,15.6,0.564,18.8,8.3,1.1,2.2
Gheorghe MureÈan,1995-96,C,WSB,76.0,76.0,29.5,6.1,10.5,0.584,0.0,0.0,0.0,2.3,3.7,0.619,3.3,6.3,9.6,0.7,0.7,2.3,1.9,3.9,14.5,21.0,0.6,21.2,8.0,1.6,2.1
Arvydas Sabonis,1995-96,C,POR,73.0,21.0,23.8,5.4,9.9,0.545,0.5,1.4,0.375,3.2,4.2,0.757,2.0,6.0,8.1,1.8,0.9,1.1,2.1,2.9,14.5,24.7,0.617,25.5,8.4,6.7,3.8
Brian Grant,1995-96,PF,SAC,78.0,75.0,30.7,5.5,10.8,0.507,0.1,0.2,0.235,3.4,4.6,0.732,2.2,4.7,7.0,1.6,0.5,1.3,2.4,3.4,14.4,15.8,0.56,21.7,4.7,-0.9,0.6
Otis Thorpe,1995-96,PF,DET,82.0,82.0,34.6,5.5,10.4,0.53,0.0,0.0,0.0,3.1,4.4,0.71,2.6,5.8,8.4,1.9,0.6,0.5,2.4,3.7,14.2,15.7,0.573,20.3,7.6,-0.4,1.2
Kendall Gill,1995-96,SG,2TM,47.0,46.0,35.8,5.2,11.1,0.469,0.6,1.7,0.329,2.9,3.7,0.784,1.5,3.4,4.9,5.5,1.4,0.5,2.8,2.8,14.0,15.5,0.545,19.5,3.2,1.4,1.4
Greg Anthony,1995-96,PG,VAN,69.0,68.0,30.4,4.7,11.3,0.415,1.3,3.9,0.332,3.3,4.3,0.771,0.4,2.1,2.5,6.9,1.7,0.2,2.3,2.0,14.0,18.6,0.53,23.3,4.8,2.9,2.6
Rex Chapman,1995-96,SG,MIA,56.0,50.0,33.3,5.2,12.1,0.426,2.2,6.0,0.371,1.5,2.0,0.735,0.4,2.2,2.6,3.0,0.8,0.2,1.4,2.1,14.0,13.0,0.539,19.7,4.2,0.8,1.3
Rick Fox,1995-96,SF,BOS,81.0,81.0,32.0,5.2,11.5,0.454,1.2,3.4,0.364,2.4,3.1,0.772,2.0,3.6,5.6,4.6,1.4,0.5,2.7,3.6,14.0,16.1,0.547,20.9,5.1,1.3,2.2
Derek Harper,1995-96,PG,NYK,82.0,82.0,35.3,5.3,11.5,0.464,1.5,4.0,0.372,1.9,2.5,0.757,0.4,2.1,2.5,4.3,1.6,0.1,2.2,2.5,14.0,13.9,0.558,19.4,6.3,0.5,1.8
Elden Campbell,1995-96,PF,LAL,82.0,82.0,32.9,5.5,10.8,0.503,0.0,0.1,0.0,3.0,4.3,0.713,2.0,5.6,7.6,2.2,1.1,2.6,1.7,3.7,13.9,18.0,0.549,19.6,8.2,1.7,2.6
Walt Williams,1995-96,SF,2TM,73.0,73.0,29.7,4.9,11.1,0.444,1.6,4.0,0.389,2.2,3.2,0.703,1.4,3.0,4.4,3.2,1.2,0.8,2.1,3.3,13.6,15.8,0.547,21.7,5.1,2.1,2.3
Bryant Stith,1995-96,SG,DEN,82.0,77.0,34.3,4.6,11.1,0.416,0.5,1.8,0.277,3.9,4.6,0.844,1.5,3.4,4.9,2.9,1.4,0.2,1.9,2.3,13.6,13.9,0.519,19.6,5.2,-0.6,1.0
Sasha DaniloviÄ,1995-96,SG,MIA,19.0,18.0,28.5,4.4,9.7,0.451,1.8,4.1,0.436,2.9,3.8,0.764,0.6,1.8,2.4,2.5,0.8,0.2,1.9,2.6,13.4,14.4,0.591,21.2,1.5,0.4,0.3
Horace Grant,1995-96,PF,ORL,63.0,62.0,36.3,5.5,10.7,0.513,0.0,0.1,0.167,2.4,3.3,0.734,2.8,6.4,9.2,2.7,1.0,1.2,1.0,2.3,13.4,17.9,0.551,16.5,8.0,2.3,2.5
Danny Manning,1995-96,PF,PHO,33.0,4.0,24.7,5.4,11.8,0.459,0.1,0.4,0.214,2.5,3.3,0.752,0.9,3.4,4.3,2.0,1.2,0.7,2.3,3.7,13.4,14.7,0.506,28.0,0.4,-2.6,-0.1
Antonio McDyess,1995-96,PF,DEN,76.0,75.0,30.0,5.6,11.6,0.485,0.0,0.1,0.0,2.2,3.2,0.683,3.0,4.5,7.5,1.0,0.7,1.5,2.0,3.3,13.4,15.6,0.516,22.4,3.6,-1.9,0.0
Danny Ferry,1995-96,PF,CLE,82.0,79.0,32.7,5.1,11.2,0.459,1.7,4.4,0.394,1.3,1.6,0.769,0.9,2.9,3.8,2.3,0.7,0.5,1.5,2.8,13.3,14.2,0.557,20.7,5.5,-0.1,1.3
Chris Mullin,1995-96,SF,GSW,55.0,19.0,29.4,4.9,9.8,0.499,1.1,2.7,0.393,2.5,2.9,0.856,0.8,2.1,2.9,3.5,1.4,0.6,2.2,2.3,13.3,16.7,0.602,19.7,4.0,2.1,1.7
Bryant Reeves,1995-96,C,VAN,77.0,63.0,31.9,5.2,11.4,0.457,0.0,0.0,0.0,2.8,3.9,0.732,2.3,5.1,7.4,1.4,0.6,0.7,2.0,2.9,13.3,13.4,0.506,21.6,2.3,-3.7,-1.0
Scott Burrell,1995-96,SF,CHH,20.0,20.0,34.7,4.6,10.3,0.447,1.9,4.9,0.378,2.1,2.8,0.75,1.3,3.6,4.9,2.4,1.4,0.7,2.2,3.8,13.2,13.0,0.57,17.9,1.1,0.1,0.4
Avery Johnson,1995-96,PG,SAS,82.0,82.0,37.6,5.3,10.8,0.494,0.1,0.4,0.194,2.3,3.2,0.721,0.5,2.1,2.5,9.6,1.5,0.3,2.4,2.2,13.1,16.3,0.534,17.5,9.1,1.7,2.9
Toni KukoÄ,1995-96,SF,CHI,81.0,20.0,26.0,4.8,9.7,0.49,1.1,2.7,0.403,2.5,3.3,0.772,1.4,2.6,4.0,3.5,0.8,0.3,1.4,1.9,13.1,20.4,0.589,21.4,10.1,5.4,4.0
Grant Long,1995-96,PF,ATL,82.0,82.0,36.7,4.8,10.2,0.471,0.4,1.0,0.36,3.1,4.1,0.763,3.0,6.6,9.6,2.2,1.3,0.4,1.9,2.8,13.1,16.2,0.546,17.1,8.4,0.7,2.1
Billy Owens,1995-96,SF,2TM,62.0,51.0,32.0,5.2,10.9,0.48,0.1,0.3,0.278,2.5,4.0,0.636,2.3,4.3,6.6,3.3,0.8,0.6,2.6,3.1,13.0,14.2,0.517,21.5,3.2,0.3,1.2
Dana Barros,1995-96,PG,BOS,80.0,25.0,29.1,4.7,10.1,0.47,1.9,4.6,0.408,1.6,1.8,0.884,0.3,2.1,2.4,3.8,0.7,0.0,1.5,1.5,13.0,15.6,0.596,18.3,5.6,1.1,1.8
Vlade Divac,1995-96,C,LAL,79.0,79.0,31.3,5.2,10.2,0.513,0.0,0.2,0.167,2.4,3.7,0.641,2.5,6.1,8.6,3.3,1.0,1.7,2.5,3.5,12.9,17.4,0.544,20.6,6.1,1.4,2.1
Oliver Miller,1995-96,PF,TOR,76.0,72.0,33.1,5.5,10.5,0.526,0.0,0.1,0.0,1.9,2.9,0.661,2.3,5.1,7.4,2.9,1.4,1.9,2.7,3.6,12.9,16.2,0.55,19.2,3.8,0.0,1.2
Chris Childs,1995-96,PG,NJN,78.0,54.0,30.9,4.2,10.0,0.416,1.2,3.3,0.367,3.3,3.9,0.852,0.7,2.5,3.1,7.0,1.4,0.1,2.9,3.2,12.8,16.4,0.549,20.7,5.8,1.7,2.2
Eddie Jones,1995-96,SG,LAL,70.0,66.0,31.2,4.8,9.8,0.492,1.2,3.2,0.366,1.9,2.6,0.739,0.6,2.7,3.3,3.5,1.8,0.6,1.4,2.3,12.8,17.0,0.583,17.8,6.8,3.3,2.9
Trevor Ruffin,1995-96,PG,PHI,61.0,23.0,25.4,4.3,10.6,0.406,1.7,4.7,0.366,2.4,3.0,0.813,0.3,1.8,2.2,4.4,0.7,0.0,2.4,2.2,12.8,14.8,0.534,25.3,1.2,-2.0,0.0
Stacey Augmon,1995-96,SF,ATL,77.0,49.0,29.8,4.7,9.6,0.491,0.0,0.1,0.25,3.3,4.1,0.792,1.8,2.2,3.9,1.8,1.4,0.4,1.8,2.4,12.7,15.9,0.556,19.9,5.6,0.4,1.4
Blue Edwards,1995-96,SF,VAN,82.0,82.0,33.8,4.9,11.7,0.419,1.0,3.0,0.343,1.9,2.5,0.755,1.2,3.0,4.2,2.6,1.4,0.6,2.1,3.0,12.7,11.9,0.498,20.0,1.9,-1.9,0.1
Wesley Person,1995-96,SG,PHO,82.0,47.0,31.8,4.8,10.7,0.445,1.4,3.8,0.374,1.8,2.3,0.771,0.7,3.2,3.9,1.7,0.7,0.3,1.1,1.8,12.7,12.6,0.543,17.9,4.0,-1.2,0.6
John Starks,1995-96,SG,NYK,81.0,71.0,30.8,4.6,10.4,0.443,1.8,4.9,0.361,1.6,2.1,0.753,0.4,2.5,2.9,3.9,1.3,0.1,1.9,2.8,12.6,14.2,0.555,20.2,5.7,1.0,1.9
Terry Dehere,1995-96,PG,LAC,82.0,10.0,24.6,3.8,8.4,0.459,1.7,3.9,0.44,3.0,4.0,0.755,0.5,1.2,1.7,4.3,0.7,0.2,2.3,2.9,12.4,16.7,0.612,22.6,5.0,0.8,1.4
B.J. Armstrong,1995-96,PG,GSW,82.0,64.0,27.6,4.1,8.9,0.468,1.2,2.5,0.473,2.9,3.4,0.839,0.3,2.0,2.2,4.9,0.8,0.1,1.6,1.8,12.3,17.3,0.595,18.8,7.0,1.8,2.2
