Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
Tyrese Maxey,2023-24,PG,PHI,70.0,70.0,37.5,9.1,20.3,0.45,3.0,8.1,0.373,4.7,5.4,0.868,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.2,25.9,19.8,0.573,28.0,8.1,3.1,3.4
LeBron James,2023-24,PF,LAL,71.0,71.0,35.3,9.6,17.9,0.54,2.1,5.1,0.41,4.3,5.7,0.75,0.9,6.4,7.3,8.3,1.3,0.5,3.5,1.1,25.7,23.7,0.63,29.2,8.5,6.5,5.4
Trae Young,2023-24,PG,ATL,54.0,54.0,36.0,8.0,18.7,0.43,3.2,8.7,0.373,6.4,7.5,0.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,20.3,0.585,30.5,4.6,2.6,2.2
Kyrie Irving,2023-24,SG,DAL,58.0,58.0,35.0,9.7,19.5,0.497,3.0,7.3,0.411,3.3,3.6,0.905,0.8,4.2,5.0,5.2,1.3,0.5,1.8,1.9,25.6,21.9,0.608,28.1,6.9,4.9,3.6
Ja Morant,2023-24,PG,MEM,9.0,9.0,35.3,8.9,18.9,0.471,1.6,5.7,0.275,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,20.6,0.57,30.4,0.8,3.1,0.4
Anthony Davis,2023-24,C,LAL,76.0,76.0,35.5,9.4,16.9,0.556,0.4,1.4,0.271,5.5,6.8,0.816,3.1,9.5,12.6,3.5,1.2,2.3,2.1,2.3,24.7,25.8,0.621,26.7,11.8,5.1,4.9
Damian Lillard,2023-24,PG,MIL,73.0,73.0,35.3,7.4,17.5,0.424,3.0,8.5,0.354,6.5,7.0,0.92,0.5,3.9,4.4,7.0,1.0,0.2,2.6,1.8,24.3,19.6,0.59,28.4,7.7,2.1,2.7
DeMar DeRozan,2023-24,SF,CHI,79.0,79.0,37.8,8.2,17.2,0.48,0.9,2.8,0.333,6.6,7.7,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2.0,24.0,19.7,0.584,25.8,9.2,1.8,2.8
Julius Randle,2023-24,PF,NYK,46.0,46.0,35.4,8.6,18.2,0.472,1.7,5.3,0.311,5.1,6.6,0.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,18.9,0.569,29.9,3.8,1.9,1.6
LaMelo Ball,2023-24,PG,CHO,22.0,22.0,32.3,8.3,19.2,0.433,3.2,9.0,0.355,4.1,4.7,0.865,1.3,3.8,5.1,8.0,1.8,0.2,3.8,3.6,23.9,20.8,0.561,34.3,1.1,3.3,1.0
Desmond Bane,2023-24,SG,MEM,42.0,42.0,34.4,8.6,18.5,0.464,3.3,8.6,0.381,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1.0,0.5,2.7,2.9,23.7,18.5,0.589,28.5,3.1,2.8,1.7
Kawhi Leonard,2023-24,SF,LAC,68.0,68.0,34.3,9.0,17.1,0.525,2.1,4.9,0.417,3.7,4.2,0.885,1.2,4.9,6.1,3.6,1.6,0.9,1.8,1.4,23.7,23.2,0.626,26.5,8.9,5.5,4.4
Lauri Markkanen,2023-24,PF,UTA,55.0,55.0,33.1,7.8,16.2,0.48,3.2,8.0,0.399,4.5,5.0,0.899,2.2,5.9,8.2,2.0,0.9,0.5,1.4,1.8,23.2,21.5,0.631,25.0,6.2,3.6,2.6
Jaylen Brown,2023-24,SF,BOS,70.0,70.0,33.5,9.0,17.9,0.499,2.1,5.9,0.354,3.0,4.3,0.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0,18.6,0.58,28.9,5.9,0.7,1.6
Zion Williamson,2023-24,PF,NOP,70.0,70.0,31.5,8.9,15.6,0.57,0.1,0.3,0.333,5.0,7.1,0.702,1.7,4.1,5.8,5.0,1.1,0.7,2.8,2.3,22.9,22.8,0.61,29.7,7.5,3.8,3.3
Cade Cunningham,2023-24,PG,DET,62.0,62.0,33.5,8.5,18.8,0.449,1.9,5.4,0.355,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,17.1,0.546,30.8,1.8,0.3,1.2
Paolo Banchero,2023-24,PF,ORL,80.0,80.0,35.0,8.0,17.6,0.455,1.5,4.4,0.339,5.1,7.0,0.725,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,17.3,0.546,29.7,5.3,1.3,2.3
Paul George,2023-24,PF,LAC,74.0,74.0,33.8,7.9,16.7,0.471,3.3,7.9,0.413,3.6,3.9,0.907,0.5,4.7,5.2,3.5,1.5,0.5,2.1,2.7,22.6,19.3,0.613,26.6,7.3,3.2,3.3
Anfernee Simons,2023-24,SG,POR,46.0,46.0,34.4,7.8,18.2,0.43,3.4,8.8,0.385,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6,15.9,0.568,28.0,2.2,0.2,0.8
Jaren Jackson Jr.,2023-24,C,MEM,66.0,66.0,32.2,7.8,17.6,0.444,1.8,5.5,0.32,5.1,6.3,0.808,1.3,4.2,5.5,2.3,1.2,1.6,2.4,3.6,22.5,17.4,0.552,30.4,3.0,0.4,1.3
Dejounte Murray,2023-24,SG,ATL,78.0,78.0,35.7,8.6,18.8,0.459,2.6,7.1,0.363,2.7,3.4,0.794,0.8,4.5,5.3,6.4,1.4,0.3,2.6,1.8,22.5,17.7,0.555,26.6,4.9,1.7,2.6
Cam Thomas,2023-24,SG,BRK,66.0,51.0,31.4,8.0,18.0,0.442,2.2,6.0,0.364,4.3,5.1,0.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,16.1,0.554,30.5,2.5,-1.2,0.4
Kyle Kuzma,2023-24,PF,WAS,70.0,70.0,32.6,8.7,18.8,0.463,2.2,6.4,0.336,2.7,3.4,0.775,0.9,5.7,6.6,4.2,0.5,0.7,2.7,2.2,22.2,15.7,0.547,29.7,0.2,-1.1,0.5
Karl-Anthony Towns,2023-24,PF,MIN,62.0,62.0,32.7,7.7,15.3,0.504,2.2,5.3,0.416,4.1,4.7,0.873,1.5,6.8,8.3,3.0,0.7,0.7,2.9,3.3,21.8,18.8,0.625,27.4,6.3,2.5,2.3
Pascal Siakam,2023-24,PF,2TM,80.0,80.0,33.2,8.5,15.9,0.536,1.1,3.1,0.346,3.6,5.0,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,2.4,21.7,19.7,0.601,25.3,6.9,1.9,2.7
Victor Wembanyama,2023-24,C,SAS,71.0,71.0,29.7,7.8,16.7,0.465,1.8,5.5,0.325,4.1,5.2,0.796,2.3,8.4,10.6,3.9,1.2,3.6,3.7,2.2,21.4,23.1,0.565,32.2,3.7,5.2,3.8
Jamal Murray,2023-24,PG,DEN,59.0,59.0,31.5,8.0,16.7,0.481,2.5,5.8,0.425,2.7,3.1,0.853,0.7,3.4,4.1,6.5,1.0,0.7,2.1,1.8,21.2,20.7,0.586,27.9,5.9,4.1,2.9
Alperen ÅengÃ¼n,2023-24,C,HOU,63.0,63.0,32.5,8.4,15.6,0.537,0.5,1.8,0.297,3.9,5.6,0.693,2.9,6.4,9.3,5.0,1.2,0.7,2.6,3.3,21.1,22.0,0.585,27.0,6.9,4.9,3.5
Miles Bridges,2023-24,SF,CHO,69.0,67.0,37.4,8.1,17.5,0.462,2.3,6.5,0.349,2.5,3.1,0.825,1.0,6.3,7.3,3.3,0.9,0.5,2.0,1.7,21.0,15.4,0.556,24.7,2.2,-1.1,0.6
Jerami Grant,2023-24,PF,POR,54.0,54.0,33.9,7.1,15.7,0.451,2.1,5.1,0.402,4.7,5.8,0.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,15.4,0.573,25.7,2.7,-0.1,0.9
Jimmy Butler,2023-24,PF,MIA,60.0,60.0,34.0,6.6,13.2,0.499,1.0,2.4,0.414,6.6,7.7,0.858,1.8,3.6,5.3,5.0,1.3,0.3,1.7,1.1,20.8,22.0,0.626,24.0,9.1,4.6,3.4
Tyler Herro,2023-24,SG,MIA,42.0,40.0,33.5,7.7,17.5,0.441,3.1,7.9,0.396,2.3,2.6,0.856,0.5,4.8,5.3,4.5,0.7,0.1,2.2,1.5,20.8,15.7,0.558,27.8,2.0,0.8,1.0
Brandon Ingram,2023-24,SF,NOP,64.0,64.0,32.9,7.8,15.9,0.492,1.3,3.8,0.355,3.8,4.8,0.801,0.7,4.4,5.1,5.7,0.8,0.6,2.5,2.3,20.8,18.2,0.578,27.2,5.1,1.2,1.7
RJ Barrett,2023-24,SG,2TM,58.0,58.0,31.7,7.5,15.2,0.495,1.6,4.3,0.36,3.6,5.0,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2,20.2,16.4,0.58,26.5,2.9,-0.8,0.6
Tyrese Haliburton,2023-24,PG,IND,69.0,68.0,32.2,7.2,15.2,0.477,2.8,7.8,0.364,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,23.3,0.605,24.6,9.0,6.9,5.0
Kristaps PorziÅÄ£is,2023-24,C,BOS,57.0,57.0,29.6,6.8,13.2,0.516,1.9,5.1,0.375,4.5,5.3,0.858,1.7,5.5,7.2,2.0,0.7,1.9,1.6,2.7,20.1,23.2,0.647,25.1,7.9,5.1,3.0
CJ McCollum,2023-24,PG,NOP,66.0,66.0,32.7,7.3,16.0,0.459,3.6,8.4,0.429,1.7,2.1,0.827,0.6,3.7,4.3,4.6,0.9,0.6,1.7,1.9,20.0,17.9,0.592,24.7,5.9,3.1,2.8
Scottie Barnes,2023-24,SG,TOR,60.0,60.0,34.9,7.5,15.7,0.475,1.7,4.9,0.341,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9,19.5,0.566,24.8,4.3,3.7,3.0
Terry Rozier,2023-24,SG,2TM,61.0,60.0,33.4,7.2,16.4,0.443,2.4,6.7,0.363,2.8,3.2,0.869,0.6,3.5,4.0,5.6,1.0,0.3,1.7,1.7,19.8,17.3,0.555,25.9,3.9,1.5,1.8
Franz Wagner,2023-24,SF,ORL,72.0,72.0,32.5,7.3,15.2,0.482,1.3,4.6,0.281,3.8,4.4,0.85,1.0,4.3,5.3,3.7,1.1,0.4,1.9,2.3,19.7,17.6,0.575,25.7,6.4,1.2,1.9
Mikal Bridges,2023-24,SF,BRK,82.0,82.0,34.8,6.9,15.8,0.436,2.7,7.2,0.372,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,14.9,0.56,24.3,4.2,-0.4,1.2
Jalen Green,2023-24,SG,HOU,82.0,82.0,31.7,6.9,16.2,0.423,2.5,7.4,0.332,3.5,4.3,0.804,0.5,4.7,5.2,3.5,0.8,0.3,2.3,1.4,19.6,14.7,0.541,27.4,3.1,-0.5,1.0
Zach LaVine,2023-24,SG,CHI,25.0,23.0,34.9,6.8,15.0,0.452,2.4,6.8,0.349,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,15.1,0.578,23.8,1.5,0.1,0.5
Devin Vassell,2023-24,SG,SAS,68.0,62.0,33.1,7.3,15.5,0.472,2.4,6.6,0.372,2.4,3.0,0.801,0.4,3.4,3.8,4.1,1.1,0.3,1.6,1.1,19.5,15.7,0.578,23.5,3.6,0.0,1.1
Domantas Sabonis,2023-24,C,SAC,82.0,82.0,35.7,7.7,13.0,0.594,0.4,1.1,0.379,3.6,5.1,0.704,3.6,10.1,13.7,8.2,0.9,0.6,3.3,3.0,19.4,23.2,0.637,22.2,12.6,6.5,6.2
Bam Adebayo,2023-24,C,MIA,71.0,71.0,34.0,7.5,14.3,0.521,0.2,0.6,0.357,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,19.8,0.576,24.9,7.2,2.4,2.7
Coby White,2023-24,PG,CHI,79.0,78.0,36.5,6.8,15.3,0.447,2.6,7.0,0.376,2.8,3.3,0.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,14.5,0.57,22.7,4.7,-0.7,0.9
Jalen Williams,2023-24,PF,OKC,71.0,71.0,31.3,7.5,14.0,0.54,1.5,3.4,0.427,2.5,3.1,0.814,0.5,3.5,4.0,4.5,1.1,0.6,1.7,2.5,19.1,19.1,0.621,23.7,7.3,2.3,2.4
Collin Sexton,2023-24,SG,UTA,78.0,51.0,26.6,6.5,13.3,0.487,1.6,4.2,0.394,4.1,4.7,0.859,0.9,1.7,2.6,4.9,0.8,0.2,2.1,2.0,18.7,19.9,0.607,27.5,5.5,1.9,2.0
Bradley Beal,2023-24,SG,PHO,53.0,53.0,33.3,7.1,13.9,0.513,1.9,4.4,0.43,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,16.3,0.607,22.7,3.9,0.4,1.1
Darius Garland,2023-24,PG,CLE,57.0,57.0,33.4,6.6,14.8,0.446,2.3,6.2,0.371,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18.0,14.5,0.56,25.3,2.7,-1.0,0.5
D'Angelo Russell,2023-24,PG,LAL,76.0,69.0,32.7,6.5,14.2,0.456,3.0,7.2,0.415,2.1,2.5,0.828,0.4,2.7,3.1,6.3,0.9,0.5,2.1,2.1,18.0,16.0,0.588,23.0,5.1,0.9,1.8
Nikola VuÄeviÄ,2023-24,C,CHI,76.0,74.0,34.3,7.7,15.9,0.484,1.2,4.1,0.294,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,17.7,0.54,23.3,5.4,0.1,1.4
Klay Thompson,2023-24,SF,GSW,77.0,63.0,29.7,6.4,14.7,0.432,3.5,9.0,0.387,1.6,1.8,0.927,0.5,2.8,3.3,2.3,0.6,0.5,1.5,1.6,17.9,13.9,0.576,24.2,3.6,-0.4,0.9
Jordan Poole,2023-24,SG,WAS,78.0,66.0,30.1,6.3,15.2,0.413,2.4,7.2,0.326,2.5,2.8,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1,17.4,12.1,0.529,26.4,-0.6,-3.9,-1.2
Fred VanVleet,2023-24,PG,HOU,73.0,73.0,36.8,5.8,13.9,0.416,3.1,8.0,0.387,2.7,3.1,0.86,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,17.4,16.7,0.568,19.7,8.4,3.4,3.6
Brandon Miller,2023-24,SF,CHO,74.0,68.0,32.2,6.4,14.6,0.44,2.5,6.7,0.373,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,13.0,0.552,23.9,0.8,-2.6,-0.3
Tobias Harris,2023-24,PF,PHI,70.0,70.0,33.8,6.6,13.6,0.487,1.3,3.7,0.353,2.7,3.0,0.878,1.1,5.3,6.5,3.1,1.0,0.7,1.3,1.6,17.2,16.5,0.576,20.7,5.9,0.9,1.7
Jordan Clarkson,2023-24,SG,UTA,55.0,19.0,30.6,6.1,14.8,0.413,1.7,5.6,0.294,3.2,3.7,0.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,12.7,0.521,26.1,0.2,-4.5,-1.1
Myles Turner,2023-24,C,IND,77.0,77.0,27.0,6.2,11.8,0.524,1.5,4.2,0.358,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3.0,17.1,19.3,0.626,23.4,5.8,0.9,1.5
Immanuel Quickley,2023-24,SG,2TM,68.0,38.0,29.2,5.7,13.1,0.434,2.5,6.4,0.395,3.1,3.6,0.853,0.3,3.6,3.8,4.9,0.7,0.1,1.5,1.8,17.0,16.7,0.577,23.8,4.7,1.3,1.7
Bogdan BogdanoviÄ,2023-24,SG,ATL,79.0,33.0,30.4,6.0,13.9,0.428,3.0,8.1,0.374,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,14.7,0.569,22.3,3.9,0.2,1.4
Deandre Ayton,2023-24,C,POR,55.0,55.0,32.4,7.8,13.6,0.57,0.0,0.2,0.1,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7,18.9,0.587,21.1,3.9,0.3,1.0
Michael Porter Jr.,2023-24,SF,DEN,81.0,81.0,31.7,6.4,13.3,0.484,2.7,6.8,0.397,1.1,1.4,0.836,1.3,5.7,7.0,1.5,0.5,0.7,1.1,1.8,16.7,15.5,0.601,20.7,6.2,0.1,1.3
James Harden,2023-24,PG,LAC,72.0,72.0,34.3,4.9,11.4,0.428,2.6,6.8,0.381,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,18.6,0.612,20.6,8.4,4.1,3.8
Jarrett Allen,2023-24,C,CLE,77.0,77.0,31.7,6.7,10.6,0.634,0.0,0.1,0.0,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,21.8,0.664,19.4,10.7,3.0,3.1
Chet Holmgren,2023-24,C,OKC,82.0,82.0,29.4,6.2,11.6,0.53,1.6,4.3,0.37,2.7,3.4,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,20.4,0.632,21.6,8.9,3.4,3.3
Jonathan Kuminga,2023-24,PF,GSW,74.0,46.0,26.3,6.2,11.6,0.529,0.7,2.2,0.321,3.0,4.0,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1,17.0,0.598,24.1,4.6,-0.4,0.8
Jalen Johnson,2023-24,SF,ATL,56.0,52.0,33.7,6.4,12.5,0.511,1.3,3.6,0.355,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16.0,16.3,0.584,19.1,3.8,1.2,1.5
Austin Reaves,2023-24,SG,LAL,82.0,57.0,32.1,5.6,11.5,0.486,1.9,5.1,0.367,2.8,3.3,0.853,0.7,3.6,4.3,5.5,0.8,0.3,2.1,1.9,15.9,15.5,0.613,20.3,5.9,0.4,1.6
Shaedon Sharpe,2023-24,SG,POR,32.0,25.0,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.1,3.7,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,11.4,0.524,22.4,0.5,-2.8,-0.2
Malcolm Brogdon,2023-24,PG,POR,39.0,25.0,28.7,5.6,12.7,0.44,2.1,5.1,0.412,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,17.0,0.56,23.0,2.6,2.0,1.1
Keldon Johnson,2023-24,SF,SAS,69.0,27.0,29.5,5.7,12.5,0.454,1.8,5.3,0.346,2.5,3.2,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.7,14.2,0.565,21.9,3.0,-1.7,0.2
Evan Mobley,2023-24,PF,CLE,50.0,50.0,30.6,6.4,11.0,0.58,0.4,1.2,0.373,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,20.1,0.626,20.6,5.5,2.9,1.9
De'Andre Hunter,2023-24,SF,ATL,57.0,37.0,29.5,5.3,11.6,0.459,2.1,5.3,0.385,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,12.7,0.595,20.6,2.2,-2.4,-0.2
Donte DiVincenzo,2023-24,SG,NYK,81.0,63.0,29.1,5.5,12.4,0.443,3.5,8.7,0.401,1.1,1.4,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,2.0,15.5,16.0,0.597,21.3,6.6,3.4,3.2
Jaden Ivey,2023-24,SG,DET,77.0,61.0,28.8,5.4,12.6,0.429,1.6,4.8,0.336,2.9,3.9,0.749,1.1,2.3,3.4,3.8,0.7,0.5,2.5,2.6,15.4,12.4,0.536,24.9,0.5,-3.1,-0.6
Malik Monk,2023-24,SG,SAC,72.0,0.0,26.0,5.5,12.4,0.443,2.1,5.9,0.35,2.4,2.8,0.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,16.0,0.564,25.9,3.5,0.6,1.2
Kelly Oubre Jr.,2023-24,SF,PHI,68.0,52.0,30.2,5.7,12.9,0.441,1.5,4.8,0.311,2.6,3.4,0.75,1.4,3.6,5.0,1.5,1.1,0.7,1.3,2.9,15.4,13.5,0.535,22.4,3.0,-2.3,-0.1
Bojan BogdanoviÄ,2023-24,PF,2TM,57.0,27.0,25.9,5.4,11.9,0.454,2.3,5.9,0.398,2.1,2.6,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2,12.6,0.581,24.6,1.1,-3.2,-0.4
Keegan Murray,2023-24,SF,SAC,77.0,77.0,33.6,5.8,12.7,0.454,2.4,6.6,0.358,1.3,1.6,0.831,1.4,4.1,5.5,1.7,1.0,0.8,0.8,2.7,15.2,13.3,0.569,18.1,5.2,-0.9,0.8
Derrick White,2023-24,SG,BOS,73.0,73.0,32.6,5.3,11.5,0.461,2.7,6.8,0.396,1.9,2.1,0.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,2.1,15.2,16.9,0.611,18.6,8.5,3.8,3.5
John Collins,2023-24,PF,UTA,68.0,66.0,28.0,5.8,11.0,0.532,1.3,3.4,0.371,2.2,2.7,0.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,17.5,0.621,20.4,4.4,-0.9,0.5
Khris Middleton,2023-24,SF,MIL,55.0,55.0,27.0,5.8,11.7,0.493,1.7,4.5,0.381,1.8,2.2,0.833,0.7,3.9,4.7,5.3,0.9,0.3,2.3,2.6,15.1,17.0,0.595,23.9,3.4,1.1,1.2
Trey Murphy III,2023-24,SF,NOP,57.0,23.0,29.6,4.8,10.9,0.443,3.0,7.8,0.38,2.2,2.6,0.815,0.7,4.2,4.9,2.2,0.9,0.5,0.6,1.2,14.8,16.3,0.612,18.6,5.4,2.5,1.9
OG Anunoby,2023-24,SF,2TM,50.0,50.0,34.0,5.6,11.5,0.489,2.0,5.3,0.382,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,12.8,0.595,17.6,2.6,-0.6,0.6
Deni Avdija,2023-24,SF,WAS,75.0,75.0,30.1,5.4,10.7,0.506,1.2,3.1,0.374,2.7,3.6,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7,14.9,0.597,20.2,3.2,-0.9,0.6
GG Jackson II,2023-24,PF,MEM,48.0,18.0,25.7,5.0,11.7,0.428,2.1,6.0,0.357,2.4,3.2,0.752,1.1,3.0,4.1,1.2,0.6,0.5,1.4,1.3,14.6,13.7,0.554,24.2,1.2,-2.0,0.0
Bennedict Mathurin,2023-24,SF,IND,59.0,19.0,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,13.0,0.562,23.4,1.4,-3.4,-0.6
Marcus Smart,2023-24,PG,MEM,20.0,20.0,30.3,5.1,11.9,0.43,2.1,6.7,0.313,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,11.8,0.552,22.9,0.2,-2.4,0.0
Tim Hardaway Jr.,2023-24,SF,DAL,79.0,12.0,26.8,5.0,12.4,0.402,2.7,7.6,0.353,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,12.1,0.542,22.6,2.2,-2.9,-0.5
Dennis SchrÃ¶der,2023-24,PG,2TM,80.0,58.0,31.1,5.0,11.6,0.435,1.7,4.6,0.375,2.2,2.7,0.836,0.5,2.5,3.0,6.1,0.8,0.2,1.9,2.1,14.0,13.3,0.55,20.3,3.3,-1.8,0.1
Rudy Gobert,2023-24,C,MIN,76.0,76.0,34.1,5.3,8.1,0.661,0.0,0.0,0.0,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14.0,19.3,0.675,15.4,11.6,1.8,2.5
