Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
LaMelo Ball,2024-25,PG,CHO,47.0,47.0,32.0,8.6,21.3,0.405,3.8,11.2,0.339,4.1,4.9,0.843,1.0,3.9,4.9,7.4,1.1,0.3,3.6,3.3,25.2,19.1,0.536,35.9,2.0,3.2,2.0
Damian Lillard,2024-25,PG,MIL,58.0,58.0,36.1,7.7,17.1,0.448,3.4,9.0,0.376,6.2,6.8,0.921,0.5,4.2,4.7,7.1,1.2,0.2,2.8,1.7,24.9,21.3,0.621,27.8,7.6,4.0,3.2
Anthony Davis,2024-25,C,2TM,51.0,51.0,33.5,9.2,17.8,0.516,0.7,2.4,0.282,5.6,7.2,0.775,2.6,8.9,11.6,3.5,1.2,2.2,2.2,1.9,24.7,26.3,0.588,30.4,6.7,5.4,3.2
Kyrie Irving,2024-25,SG,DAL,50.0,50.0,36.1,8.9,18.9,0.473,2.9,7.2,0.401,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,19.9,0.594,27.4,4.6,3.4,2.5
Zion Williamson,2024-25,PF,NOP,30.0,30.0,28.6,9.6,16.9,0.567,0.1,0.4,0.231,5.3,8.0,0.656,2.5,4.7,7.2,5.3,1.2,0.9,3.0,2.7,24.6,27.3,0.6,34.7,2.5,7.0,1.9
Stephen Curry,2024-25,PG,GSW,70.0,70.0,32.2,8.1,18.0,0.448,4.4,11.2,0.397,4.0,4.3,0.933,0.6,3.9,4.4,6.0,1.1,0.4,2.9,1.4,24.5,21.5,0.618,29.8,7.9,6.3,4.8
LeBron James,2024-25,SF,LAL,70.0,70.0,34.9,9.3,18.1,0.513,2.1,5.7,0.376,3.7,4.7,0.782,1.0,6.8,7.8,8.2,1.0,0.6,3.7,1.4,24.4,22.7,0.604,30.1,7.7,5.6,4.7
Karl-Anthony Towns,2024-25,C,NYK,72.0,72.0,35.0,8.9,16.9,0.526,2.0,4.7,0.42,4.7,5.7,0.829,2.9,9.8,12.8,3.1,1.0,0.7,2.7,3.5,24.4,23.4,0.63,27.4,10.1,3.6,3.5
Victor Wembanyama,2024-25,C,SAS,46.0,46.0,33.2,8.9,18.6,0.476,3.1,8.8,0.352,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,24.2,0.594,30.4,3.8,6.5,3.3
Franz Wagner,2024-25,SF,ORL,60.0,60.0,33.7,9.0,19.4,0.463,1.7,5.9,0.295,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,20.1,0.558,31.0,5.6,3.1,2.6
Trae Young,2024-25,PG,ATL,76.0,76.0,36.0,7.4,18.1,0.411,2.9,8.4,0.34,6.5,7.4,0.875,0.5,2.6,3.1,11.6,1.2,0.2,4.7,1.9,24.2,18.3,0.567,29.6,5.7,0.5,1.7
Donovan Mitchell,2024-25,SG,CLE,71.0,71.0,31.4,8.2,18.6,0.443,3.3,8.9,0.368,4.2,5.1,0.823,0.8,3.7,4.5,5.0,1.3,0.2,2.1,2.0,24.0,20.9,0.575,30.9,7.6,3.7,3.2
Cam Thomas,2024-25,SG,BRK,25.0,23.0,31.2,8.0,18.2,0.438,2.7,7.8,0.349,5.3,6.0,0.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,18.0,0.575,32.6,1.2,0.3,0.5
Tyler Herro,2024-25,SG,MIA,77.0,77.0,35.4,8.5,17.9,0.472,3.3,8.7,0.375,3.7,4.2,0.878,0.5,4.7,5.2,5.5,0.9,0.2,2.6,1.1,23.9,19.7,0.605,28.0,7.4,3.1,3.5
Joel Embiid,2024-25,C,PHI,19.0,19.0,30.2,7.4,16.6,0.444,1.2,4.1,0.299,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,23.4,0.58,34.2,1.4,3.5,0.8
De'Aaron Fox,2024-25,PG,2TM,62.0,62.0,36.1,8.7,18.8,0.463,1.9,6.1,0.31,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5,18.3,0.56,28.3,4.3,0.4,1.3
Zach LaVine,2024-25,SG,2TM,74.0,74.0,35.2,8.4,16.5,0.511,3.2,7.2,0.446,3.2,3.9,0.825,0.3,4.0,4.3,4.2,0.8,0.2,2.8,1.6,23.3,17.3,0.639,25.3,5.1,0.7,1.8
Ja Morant,2024-25,PG,MEM,50.0,50.0,30.4,8.1,17.8,0.454,1.8,5.7,0.309,5.3,6.4,0.824,0.7,3.4,4.1,7.3,1.2,0.2,3.7,2.3,23.2,19.3,0.563,32.2,3.5,2.4,1.7
James Harden,2024-25,PG,LAC,79.0,79.0,35.3,6.7,16.4,0.41,3.0,8.5,0.352,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8,20.0,0.582,29.6,8.3,4.3,4.4
Jaylen Brown,2024-25,SF,BOS,63.0,63.0,34.3,8.2,17.7,0.463,1.8,5.7,0.324,3.9,5.1,0.764,1.3,4.5,5.8,4.5,1.2,0.3,2.6,2.4,22.2,17.8,0.555,28.9,5.2,0.0,1.1
DeMar DeRozan,2024-25,SF,SAC,77.0,77.0,35.9,8.1,17.0,0.477,1.1,3.3,0.328,4.9,5.7,0.857,0.6,3.2,3.9,4.4,0.8,0.4,1.4,1.9,22.2,17.7,0.569,25.0,7.1,-0.1,1.3
Brandon Ingram,2024-25,SF,NOP,18.0,18.0,33.1,8.6,18.5,0.465,2.4,6.4,0.374,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,16.0,0.56,30.2,0.0,-0.3,0.3
Jaren Jackson Jr.,2024-25,C,MEM,74.0,74.0,29.8,8.0,16.4,0.488,2.0,5.3,0.375,4.2,5.4,0.781,1.2,4.4,5.6,2.0,1.2,1.5,2.1,3.5,22.2,19.6,0.591,28.1,6.4,2.3,2.4
Norman Powell,2024-25,SG,LAC,60.0,60.0,32.6,7.6,15.8,0.484,3.0,7.1,0.418,3.6,4.4,0.804,0.4,2.8,3.2,2.1,1.2,0.2,1.8,1.9,21.8,17.5,0.615,26.1,5.3,1.5,1.8
Jalen Williams,2024-25,SG,OKC,69.0,69.0,32.4,8.2,16.9,0.484,1.8,4.9,0.365,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,2.3,21.6,20.3,0.573,27.5,7.8,4.0,3.4
Kawhi Leonard,2024-25,SF,LAC,37.0,37.0,31.9,8.4,16.8,0.498,2.1,5.1,0.411,2.6,3.3,0.81,0.9,5.0,5.9,3.1,1.6,0.5,1.9,1.5,21.5,20.5,0.589,27.7,3.5,3.1,1.5
Jamal Murray,2024-25,PG,DEN,67.0,67.0,36.1,7.9,16.7,0.474,2.3,5.9,0.393,3.3,3.7,0.886,0.7,3.2,3.9,6.0,1.4,0.5,2.1,1.9,21.4,17.8,0.584,24.0,6.2,0.8,1.7
Trey Murphy III,2024-25,SF,NOP,53.0,51.0,35.0,7.2,15.8,0.454,3.0,8.3,0.361,3.8,4.3,0.887,0.9,4.2,5.1,3.5,1.1,0.7,1.9,2.1,21.2,17.3,0.598,23.7,3.5,0.8,1.3
RJ Barrett,2024-25,SF,TOR,58.0,58.0,32.2,7.9,16.9,0.468,1.8,5.3,0.35,3.4,5.4,0.63,1.1,5.3,6.3,5.4,0.8,0.3,2.8,2.4,21.1,16.5,0.547,28.7,2.4,0.6,1.2
CJ McCollum,2024-25,PG,NOP,56.0,56.0,32.7,7.9,17.9,0.444,3.1,8.2,0.373,2.2,3.1,0.717,0.8,3.0,3.8,4.1,0.8,0.4,1.9,2.2,21.1,15.8,0.55,27.2,1.5,-1.4,0.3
Jalen Green,2024-25,SG,HOU,82.0,82.0,32.9,7.4,17.5,0.423,2.9,8.1,0.354,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,1.5,21.0,15.1,0.544,27.3,5.1,0.5,1.7
Brandon Miller,2024-25,SF,CHO,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,14.0,0.54,27.7,0.4,0.0,0.4
Darius Garland,2024-25,PG,CLE,75.0,75.0,30.7,7.4,15.7,0.472,2.8,7.1,0.401,3.0,3.4,0.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,20.6,19.9,0.6,27.2,8.1,3.1,3.0
Jordan Poole,2024-25,SG,WAS,68.0,68.0,29.4,6.7,15.5,0.432,3.5,9.1,0.378,3.6,4.0,0.883,0.5,2.5,3.0,4.5,1.3,0.4,3.0,3.0,20.5,16.6,0.591,29.0,2.0,0.4,1.2
Coby White,2024-25,SG,CHI,74.0,73.0,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.7,4.1,0.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,15.5,0.601,24.4,4.5,-0.9,0.7
Miles Bridges,2024-25,PF,CHO,64.0,64.0,31.7,7.3,17.0,0.431,2.2,7.0,0.313,3.5,4.0,0.87,1.1,6.4,7.5,3.9,0.7,0.7,2.1,1.5,20.3,17.7,0.541,28.0,3.2,1.8,2.0
Austin Reaves,2024-25,SG,LAL,73.0,73.0,34.9,6.5,14.2,0.46,2.7,7.3,0.377,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,18.1,0.616,23.7,7.6,1.9,2.6
Pascal Siakam,2024-25,PF,IND,78.0,78.0,32.7,7.9,15.2,0.519,1.6,4.2,0.389,2.9,3.9,0.734,1.7,5.2,6.9,3.4,0.9,0.5,1.4,2.4,20.2,19.2,0.599,24.2,7.5,1.7,2.4
Kristaps PorziÅÄ£is,2024-25,C,BOS,42.0,42.0,28.8,6.6,13.7,0.483,2.5,6.0,0.412,3.8,4.7,0.809,1.6,5.1,6.8,2.1,0.7,1.5,1.3,2.8,19.5,22.3,0.618,25.9,5.3,4.7,2.1
Scottie Barnes,2024-25,PF,TOR,65.0,65.0,32.8,7.3,16.4,0.446,1.2,4.3,0.271,3.5,4.6,0.755,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,19.3,17.8,0.523,27.0,3.5,2.4,2.3
Anfernee Simons,2024-25,SG,POR,70.0,70.0,32.7,6.8,16.1,0.426,3.1,8.5,0.363,2.5,2.8,0.902,0.4,2.3,2.7,4.8,0.9,0.1,2.0,1.7,19.3,14.9,0.557,24.6,4.2,-0.1,1.1
Desmond Bane,2024-25,SG,MEM,69.0,68.0,32.0,7.1,14.8,0.484,2.4,6.1,0.392,2.6,2.9,0.894,0.9,5.2,6.1,5.3,1.2,0.4,2.4,2.4,19.2,17.9,0.6,23.3,6.5,3.2,2.9
Domantas Sabonis,2024-25,C,SAC,70.0,70.0,34.7,7.5,12.8,0.59,0.9,2.2,0.417,3.1,4.1,0.754,3.8,10.1,13.9,6.0,0.7,0.4,2.9,3.3,19.1,22.9,0.655,21.6,10.1,5.2,4.4
Alperen ÅengÃ¼n,2024-25,C,HOU,76.0,76.0,31.5,7.5,15.0,0.496,0.3,1.2,0.233,3.9,5.6,0.692,3.4,6.9,10.3,4.9,1.1,0.8,2.6,2.8,19.1,21.4,0.545,26.2,8.3,4.4,3.9
John Collins,2024-25,PF,UTA,40.0,31.0,30.5,7.0,13.3,0.527,1.5,3.7,0.399,3.5,4.1,0.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,19.0,0.628,24.2,2.5,1.0,0.9
Lauri Markkanen,2024-25,PF,UTA,47.0,47.0,31.4,6.3,14.9,0.423,2.9,8.5,0.346,3.4,3.9,0.876,1.5,4.4,5.9,1.5,0.7,0.4,1.4,1.7,19.0,15.6,0.571,24.0,2.2,-0.3,0.7
Jalen Johnson,2024-25,SF,ATL,36.0,36.0,35.7,7.5,15.1,0.5,1.2,3.9,0.312,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,17.3,0.569,22.5,2.4,1.8,1.2
Cameron Johnson,2024-25,PF,BRK,57.0,57.0,31.6,6.2,13.1,0.475,2.8,7.2,0.39,3.5,3.9,0.893,0.9,3.4,4.3,3.4,0.9,0.4,1.7,1.8,18.8,18.2,0.632,22.9,5.1,3.1,2.3
Julius Randle,2024-25,PF,MIN,69.0,69.0,32.3,6.6,13.6,0.485,1.6,4.6,0.344,3.9,4.9,0.806,2.1,5.0,7.1,4.7,0.7,0.2,2.8,2.5,18.7,17.5,0.593,25.0,6.2,1.3,1.8
Tyrese Haliburton,2024-25,PG,IND,73.0,73.0,33.6,6.5,13.8,0.473,3.0,7.7,0.388,2.6,3.0,0.851,0.6,3.0,3.5,9.2,1.4,0.7,1.6,1.3,18.6,21.8,0.616,21.6,10.4,5.8,4.9
Evan Mobley,2024-25,PF,CLE,71.0,71.0,30.5,7.1,12.8,0.557,1.2,3.2,0.37,3.1,4.3,0.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,18.5,22.3,0.633,23.2,9.0,4.6,3.6
Shaedon Sharpe,2024-25,SG,POR,72.0,52.0,31.3,6.9,15.3,0.452,2.0,6.6,0.311,2.6,3.4,0.785,0.9,3.6,4.5,2.8,0.9,0.2,2.1,1.7,18.5,14.5,0.551,25.1,3.0,-1.3,0.4
Nikola VuÄeviÄ,2024-25,C,CHI,73.0,72.0,31.2,7.5,14.2,0.53,1.8,4.4,0.402,1.6,2.0,0.805,2.4,7.6,10.1,3.5,0.8,0.7,1.6,2.2,18.5,20.3,0.611,22.4,7.3,2.6,2.7
Collin Sexton,2024-25,SG,UTA,63.0,61.0,27.9,6.6,13.8,0.48,1.7,4.3,0.406,3.4,4.0,0.865,1.0,1.8,2.7,4.2,0.7,0.1,2.5,2.3,18.4,16.6,0.593,27.0,2.4,-0.6,0.6
Michael Porter Jr.,2024-25,SF,DEN,77.0,77.0,33.7,6.9,13.6,0.504,2.5,6.4,0.395,1.9,2.5,0.768,1.8,5.2,7.0,2.1,0.6,0.5,1.4,2.0,18.2,16.2,0.617,20.2,6.4,-0.1,1.2
Bam Adebayo,2024-25,C,MIA,78.0,78.0,34.3,6.9,14.3,0.485,1.0,2.8,0.357,3.2,4.2,0.765,2.4,7.2,9.6,4.3,1.3,0.7,2.1,2.1,18.1,18.9,0.561,23.5,7.5,2.0,2.7
Andrew Wiggins,2024-25,SF,2TM,60.0,60.0,30.7,6.3,14.0,0.448,2.2,5.8,0.374,3.3,4.3,0.763,1.5,3.0,4.5,2.6,1.0,0.8,1.7,1.7,18.0,16.4,0.566,24.5,4.0,0.9,1.4
OG Anunoby,2024-25,PF,NYK,74.0,74.0,36.6,6.6,13.9,0.476,2.3,6.2,0.372,2.5,3.1,0.81,1.3,3.5,4.8,2.2,1.5,0.9,1.4,2.3,18.0,15.4,0.591,19.7,6.5,0.7,1.9
Mikal Bridges,2024-25,SF,NYK,82.0,82.0,37.0,7.2,14.4,0.5,2.0,5.6,0.354,1.2,1.4,0.814,0.9,2.3,3.2,3.7,0.9,0.5,1.6,1.5,17.6,14.0,0.585,19.6,5.7,-0.5,1.2
Jaden Ivey,2024-25,SG,DET,30.0,30.0,29.9,6.3,13.8,0.46,2.1,5.1,0.409,2.8,3.9,0.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,14.7,0.569,26.0,1.2,0.0,0.5
Jimmy Butler,2024-25,SF,2TM,55.0,55.0,31.7,5.5,10.9,0.504,0.6,1.9,0.308,6.0,7.1,0.842,2.3,3.1,5.4,5.4,1.4,0.3,1.3,0.9,17.5,22.4,0.626,20.8,8.7,4.9,3.0
Dejounte Murray,2024-25,PG,NOP,31.0,31.0,32.6,6.3,15.9,0.393,1.7,5.6,0.299,3.3,4.0,0.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,15.4,0.494,27.3,0.2,-1.6,0.1
Malik Monk,2024-25,SG,SAC,65.0,45.0,31.6,6.3,14.4,0.439,2.1,6.6,0.325,2.4,2.7,0.865,0.5,3.3,3.8,5.6,0.9,0.6,2.4,2.4,17.2,15.0,0.549,24.6,2.8,-0.8,0.6
Immanuel Quickley,2024-25,PG,TOR,33.0,33.0,27.8,5.6,13.3,0.42,2.6,6.8,0.378,3.4,3.9,0.867,0.5,3.1,3.5,5.8,0.7,0.1,1.8,1.8,17.1,17.5,0.57,25.1,2.5,2.2,1.0
De'Andre Hunter,2024-25,SF,2TM,64.0,9.0,27.2,5.6,11.9,0.47,2.5,6.1,0.405,3.4,4.0,0.846,0.7,3.3,4.0,1.4,0.8,0.2,1.3,2.4,17.0,15.9,0.623,22.8,4.4,0.4,1.0
Bradley Beal,2024-25,SG,PHO,53.0,38.0,32.1,6.5,13.1,0.497,1.9,5.0,0.386,2.1,2.6,0.803,0.6,2.7,3.3,3.7,1.1,0.5,1.9,2.6,17.0,15.2,0.598,22.1,2.4,-1.1,0.4
Deni Avdija,2024-25,SF,POR,72.0,54.0,30.0,5.6,11.7,0.476,1.7,4.8,0.365,4.0,5.2,0.78,1.5,5.7,7.3,3.9,1.0,0.5,2.7,2.4,16.9,17.7,0.605,23.2,5.6,2.1,2.2
Keyonte George,2024-25,PG,UTA,67.0,35.0,31.5,5.4,13.7,0.391,2.6,7.6,0.343,3.5,4.3,0.818,0.4,3.4,3.8,5.6,0.7,0.1,2.7,1.7,16.8,12.9,0.539,24.3,1.1,-2.7,-0.3
Ivica Zubac,2024-25,C,LAC,80.0,80.0,32.8,7.4,11.8,0.628,0.0,0.0,,2.0,3.0,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,2.1,16.8,22.3,0.641,19.5,11.7,3.1,3.4
Derrick White,2024-25,SG,BOS,76.0,76.0,33.9,5.6,12.6,0.442,3.5,9.1,0.384,1.8,2.1,0.839,0.9,3.6,4.5,4.8,0.9,1.1,1.7,1.8,16.4,16.6,0.606,19.8,8.5,3.5,3.6
Malik Beasley,2024-25,SG,DET,82.0,18.0,27.8,5.6,13.1,0.43,3.9,9.3,0.416,1.2,1.7,0.679,0.6,2.0,2.6,1.7,0.9,0.1,1.0,1.5,16.3,14.4,0.59,22.5,4.7,0.8,1.6
Devin Vassell,2024-25,SG,SAS,64.0,53.0,31.0,6.2,13.9,0.443,2.5,6.7,0.368,1.5,1.9,0.792,0.5,3.5,4.0,2.9,1.3,0.5,1.4,1.7,16.3,14.2,0.553,22.1,2.2,-1.1,0.4
Jordan Clarkson,2024-25,SG,UTA,37.0,9.0,26.0,5.4,13.3,0.408,2.3,6.3,0.362,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,14.5,0.54,27.8,0.4,-1.5,0.1
Paul George,2024-25,PF,PHI,41.0,41.0,32.5,6.0,13.9,0.43,2.3,6.5,0.358,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,14.5,0.543,23.5,1.0,-0.4,0.5
Jalen Suggs,2024-25,PG,ORL,35.0,35.0,28.6,5.6,13.7,0.41,2.2,6.9,0.314,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,14.4,0.536,27.5,1.1,0.4,0.6
Bennedict Mathurin,2024-25,SF,IND,72.0,49.0,29.8,5.4,11.8,0.458,1.4,4.0,0.34,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,13.6,0.579,22.8,3.0,-2.9,-0.5
Myles Turner,2024-25,C,IND,72.0,72.0,30.2,5.4,11.3,0.481,2.2,5.5,0.396,2.6,3.3,0.773,1.3,5.3,6.5,1.5,0.8,2.0,1.7,2.5,15.6,16.1,0.612,20.7,4.7,0.4,1.3
Christian Braun,2024-25,SG,DEN,79.0,77.0,33.9,6.0,10.4,0.58,1.1,2.8,0.397,2.2,2.7,0.827,1.2,3.9,5.2,2.6,1.1,0.5,1.0,2.2,15.4,16.0,0.665,15.8,8.0,0.3,1.6
Jonathan Kuminga,2024-25,PF,GSW,47.0,10.0,24.3,5.5,12.1,0.454,1.0,3.2,0.305,3.3,5.0,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3,15.7,0.535,27.4,1.9,-0.6,0.4
Jared McCain,2024-25,SG,PHI,23.0,8.0,25.7,5.5,11.9,0.46,2.2,5.8,0.383,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,15.2,0.589,24.7,0.7,0.2,0.3
Mark Williams,2024-25,C,CHO,44.0,41.0,26.6,6.1,10.2,0.604,0.0,0.1,0.0,3.0,3.7,0.804,3.0,7.2,10.2,2.5,0.7,1.2,1.6,2.4,15.3,23.9,0.647,21.4,4.7,3.5,1.6
Kelly Oubre Jr.,2024-25,SF,PHI,60.0,57.0,34.6,5.8,12.4,0.47,1.2,4.0,0.293,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3.0,15.1,13.5,0.551,18.9,2.6,-2.3,-0.1
Chet Holmgren,2024-25,C,OKC,32.0,32.0,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.2,4.2,0.754,1.5,6.5,8.0,2.0,0.7,2.2,1.8,2.3,15.0,19.2,0.599,22.0,3.2,2.4,1.0
Kyle Kuzma,2024-25,PF,2TM,65.0,62.0,29.8,5.7,13.0,0.436,1.5,4.8,0.307,2.0,3.1,0.634,0.8,4.9,5.7,2.3,0.6,0.3,2.2,1.8,14.8,10.6,0.514,24.0,-0.9,-4.9,-1.4
Stephon Castle,2024-25,SG,SAS,81.0,47.0,26.7,5.2,12.2,0.428,1.2,4.1,0.285,3.1,4.2,0.724,1.1,2.6,3.7,4.1,0.9,0.3,2.2,2.0,14.7,13.7,0.522,26.0,1.1,-3.2,-0.6
Aaron Gordon,2024-25,PF,DEN,51.0,42.0,28.4,5.2,9.7,0.531,1.5,3.4,0.436,2.8,3.5,0.81,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,14.7,17.0,0.65,19.0,4.3,1.2,1.2
P.J. Washington,2024-25,PF,DAL,57.0,56.0,32.2,5.3,11.7,0.453,1.6,4.2,0.381,2.5,3.5,0.722,1.4,6.3,7.8,2.3,1.1,1.1,2.1,2.3,14.7,14.0,0.556,20.4,2.4,-0.9,0.5
Quentin Grimes,2024-25,SG,2TM,75.0,37.0,26.8,5.1,11.0,0.467,2.2,5.6,0.385,2.2,2.9,0.757,0.8,3.5,4.3,3.0,1.0,0.3,1.9,1.8,14.6,15.9,0.595,22.8,3.4,0.4,1.2
Josh Giddey,2024-25,PG,CHI,70.0,69.0,30.2,5.3,11.4,0.465,1.5,4.0,0.378,2.5,3.2,0.781,1.8,6.3,8.1,7.2,1.2,0.6,2.9,1.7,14.6,18.1,0.57,21.7,5.3,3.0,2.7
Jakob Poeltl,2024-25,C,TOR,57.0,56.0,29.6,6.4,10.2,0.627,0.0,0.1,0.333,1.7,2.5,0.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,14.5,20.0,0.641,18.7,5.5,2.0,1.7
Deandre Ayton,2024-25,C,POR,40.0,40.0,30.2,6.6,11.7,0.566,0.2,0.8,0.188,1.0,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,17.7,0.583,19.4,2.8,-0.7,0.4
Gradey Dick,2024-25,SG,TOR,54.0,54.0,29.4,4.9,12.0,0.41,2.1,6.0,0.35,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,10.9,0.543,21.0,1.4,-3.2,-0.5
Jerami Grant,2024-25,PF,POR,47.0,47.0,32.4,4.6,12.2,0.373,2.3,6.3,0.365,3.0,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,10.9,0.523,19.4,1.8,-1.6,0.1
Payton Pritchard,2024-25,PG,BOS,80.0,3.0,28.4,5.1,10.8,0.472,3.2,7.8,0.407,0.9,1.1,0.845,1.3,2.6,3.8,3.5,0.9,0.2,1.0,1.5,14.3,17.6,0.633,19.0,8.6,3.5,3.2
