Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
Anthony Davis,2022-23,C,LAL,56.0,54.0,34.0,9.7,17.2,0.563,0.3,1.3,0.257,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2.0,2.2,2.6,25.9,27.8,0.627,28.4,9.0,6.3,4.0
Lauri Markkanen,2022-23,PF,UTA,66.0,66.0,34.4,8.7,17.3,0.499,3.0,7.7,0.391,5.3,6.0,0.875,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,22.1,0.64,26.6,8.2,3.8,3.3
Julius Randle,2022-23,PF,NYK,77.0,77.0,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.2,6.9,0.757,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,20.3,0.581,29.5,8.1,3.7,3.9
De'Aaron Fox,2022-23,PG,SAC,73.0,73.0,33.4,9.3,18.2,0.512,1.6,5.0,0.324,4.7,6.0,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25.0,21.8,0.599,30.1,7.4,2.5,2.7
Zach LaVine,2022-23,SG,CHI,77.0,77.0,35.9,8.7,18.0,0.485,2.6,7.1,0.375,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,19.0,0.607,28.3,7.1,1.9,2.7
Brandon Ingram,2022-23,SF,NOP,45.0,45.0,34.2,9.0,18.6,0.484,1.4,3.6,0.39,5.3,6.0,0.882,0.5,5.0,5.5,5.8,0.7,0.4,3.3,2.6,24.7,19.2,0.582,30.8,3.5,1.7,1.5
Anthony Edwards,2022-23,SG,MIN,79.0,79.0,36.0,8.9,19.5,0.459,2.7,7.3,0.369,4.0,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,17.4,0.564,29.9,3.8,1.0,2.1
DeMar DeRozan,2022-23,SF,CHI,74.0,74.0,36.2,8.9,17.6,0.504,0.6,1.9,0.324,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,20.6,0.592,27.8,8.5,2.0,2.6
Nikola JokiÄ,2022-23,C,DEN,69.0,69.0,33.7,9.4,14.8,0.632,0.8,2.2,0.383,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,31.5,0.701,27.2,14.9,13.0,8.8
Pascal Siakam,2022-23,PF,TOR,71.0,71.0,37.4,8.9,18.5,0.48,1.3,4.0,0.324,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,20.3,0.565,27.2,7.8,3.1,3.4
Jalen Brunson,2022-23,PG,NYK,68.0,68.0,35.0,8.6,17.6,0.491,2.0,4.7,0.416,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,21.2,0.597,27.2,8.7,3.9,3.5
Paul George,2022-23,SF,LAC,56.0,56.0,34.6,8.2,17.9,0.457,2.8,7.6,0.371,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,19.6,0.588,29.5,4.6,2.8,2.3
Kawhi Leonard,2022-23,SF,LAC,52.0,50.0,33.6,8.6,16.8,0.512,2.0,4.8,0.416,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,23.9,0.623,27.0,7.1,6.1,3.5
LaMelo Ball,2022-23,PG,CHO,36.0,36.0,35.2,8.2,20.0,0.411,4.0,10.6,0.376,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,17.9,0.541,30.0,1.8,2.4,1.4
Bradley Beal,2022-23,SG,WAS,50.0,50.0,33.5,8.9,17.6,0.506,1.6,4.4,0.365,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,19.7,0.593,29.2,3.4,1.8,1.6
Kristaps PorziÅÄ£is,2022-23,C,WAS,65.0,65.0,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,23.1,0.627,27.4,7.7,4.3,3.4
Jimmy Butler,2022-23,PF,MIA,64.0,64.0,33.4,7.5,13.9,0.539,0.6,1.6,0.35,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,27.6,0.647,25.6,12.3,8.7,5.8
Jalen Green,2022-23,SG,HOU,76.0,76.0,34.2,7.4,17.9,0.416,2.5,7.3,0.338,4.8,6.1,0.786,0.6,3.2,3.7,3.7,0.8,0.2,2.6,1.7,22.1,14.5,0.538,28.1,1.8,-2.1,0.0
Keldon Johnson,2022-23,SF,SAS,63.0,63.0,32.7,8.0,17.7,0.452,2.1,6.5,0.329,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,15.3,0.551,27.9,1.3,-1.8,0.1
Klay Thompson,2022-23,SF,GSW,69.0,69.0,33.0,7.9,18.1,0.436,4.4,10.6,0.412,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,14.7,0.576,26.4,3.1,-0.3,1.0
Bojan BogdanoviÄ,2022-23,PF,DET,59.0,59.0,32.1,7.3,14.9,0.488,2.5,6.0,0.411,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,17.4,0.627,25.9,3.5,0.8,1.4
Darius Garland,2022-23,PG,CLE,69.0,69.0,35.5,7.6,16.4,0.462,2.4,6.0,0.41,4.0,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,18.8,0.587,26.9,7.6,2.4,2.7
Desmond Bane,2022-23,SG,MEM,58.0,58.0,31.7,7.8,16.2,0.479,2.9,7.0,0.408,3.1,3.5,0.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6,21.5,19.1,0.606,26.1,5.8,3.5,2.5
Kyle Kuzma,2022-23,PF,WAS,64.0,64.0,35.0,8.0,17.8,0.448,2.5,7.5,0.333,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3.0,2.3,21.2,14.3,0.544,27.9,0.9,-1.7,0.2
Terry Rozier,2022-23,SG,CHO,63.0,63.0,35.3,7.8,18.9,0.415,2.6,8.0,0.327,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,14.7,0.517,26.9,1.7,-0.6,0.8
Anfernee Simons,2022-23,SG,POR,62.0,62.0,35.0,7.5,16.9,0.447,3.4,9.1,0.377,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,14.8,0.581,25.1,2.5,-1.1,0.5
James Harden,2022-23,PG,PHI,58.0,58.0,36.8,6.4,14.5,0.441,2.8,7.2,0.385,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21.0,21.6,0.607,25.0,8.4,5.4,4.0
CJ McCollum,2022-23,PG,NOP,75.0,75.0,35.3,7.8,17.9,0.437,2.8,7.2,0.389,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2.0,20.9,15.6,0.541,26.4,4.3,0.8,1.9
Jordan Clarkson,2022-23,SG,UTA,61.0,61.0,32.6,7.5,16.9,0.444,2.5,7.5,0.338,3.3,4.0,0.816,1.2,2.9,4.0,4.4,0.5,0.2,3.0,2.0,20.8,14.7,0.558,27.8,1.7,-1.4,0.3
Karl-Anthony Towns,2022-23,PF,MIN,29.0,29.0,33.0,7.3,14.8,0.495,2.1,5.7,0.366,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3.0,3.8,20.8,18.8,0.618,25.6,2.7,3.0,1.2
Tyrese Haliburton,2022-23,PG,IND,56.0,56.0,33.6,7.4,15.0,0.49,2.9,7.2,0.4,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,23.6,0.624,23.8,7.6,7.2,4.4
Jerami Grant,2022-23,PF,POR,63.0,63.0,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,16.0,0.606,22.8,4.1,-0.2,1.0
Dejounte Murray,2022-23,SG,ATL,74.0,74.0,36.4,8.3,17.8,0.464,1.8,5.2,0.344,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,17.0,0.54,24.4,4.7,1.0,2.1
Bam Adebayo,2022-23,C,MIA,75.0,75.0,34.6,8.0,14.9,0.54,0.0,0.2,0.083,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,20.1,0.592,25.2,7.4,1.5,2.3
Jordan Poole,2022-23,PG,GSW,82.0,43.0,30.0,6.7,15.6,0.43,2.6,7.8,0.336,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,14.6,0.573,29.2,3.2,-1.9,0.1
Tyrese Maxey,2022-23,SG,PHI,60.0,41.0,33.6,7.3,15.2,0.481,2.7,6.2,0.434,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,17.0,0.605,24.1,5.4,0.6,1.3
Kelly Oubre Jr.,2022-23,SF,CHO,48.0,40.0,32.3,7.4,17.1,0.431,2.3,7.1,0.319,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,14.8,0.534,26.5,1.7,-1.1,0.3
Mikal Bridges,2022-23,SG,2TM,83.0,83.0,35.7,7.1,15.3,0.468,2.0,5.3,0.382,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,16.8,0.587,22.6,7.5,1.7,2.8
Tyler Herro,2022-23,SG,MIA,67.0,67.0,34.9,7.3,16.6,0.439,3.0,8.0,0.378,2.5,2.7,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.1,15.3,0.566,25.6,3.5,0.6,1.6
Paolo Banchero,2022-23,PF,ORL,72.0,72.0,33.8,6.7,15.6,0.427,1.2,4.0,0.298,5.5,7.4,0.738,1.2,5.7,6.9,3.7,0.8,0.5,2.8,2.2,20.0,14.9,0.529,27.5,2.4,-1.5,0.3
Louis King,2022-23,PF,PHI,1.0,0.0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,21.3,0.744,23.8,0.1,2.3,0.0
Jamal Murray,2022-23,PG,DEN,65.0,65.0,32.8,7.3,16.0,0.454,2.6,6.6,0.398,2.8,3.3,0.833,0.7,3.2,4.0,6.2,1.0,0.2,2.2,1.6,20.0,18.0,0.571,26.1,5.1,1.3,1.8
Cade Cunningham,2022-23,PG,DET,12.0,12.0,33.3,7.8,18.7,0.415,1.4,5.1,0.279,3.0,3.6,0.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9,14.0,0.492,30.0,-0.1,-0.7,0.1
RJ Barrett,2022-23,SG,NYK,73.0,73.0,33.9,7.0,16.1,0.434,1.7,5.3,0.31,4.0,5.4,0.74,0.8,4.2,5.0,2.8,0.4,0.2,2.2,2.5,19.6,12.9,0.531,26.2,2.2,-3.1,-0.7
Jrue Holiday,2022-23,PG,MIL,67.0,65.0,32.6,7.3,15.3,0.479,2.4,6.1,0.384,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,19.2,0.586,25.0,6.7,3.1,2.8
Fred VanVleet,2022-23,PG,TOR,69.0,69.0,36.7,6.3,16.1,0.393,3.0,8.8,0.342,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2.0,2.8,19.3,17.0,0.54,23.2,6.5,2.5,2.9
Kevin Porter Jr.,2022-23,PG,HOU,59.0,59.0,34.3,6.6,15.0,0.442,2.4,6.5,0.366,3.5,4.5,0.784,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2,16.2,0.565,24.3,2.9,0.6,1.3
Domantas Sabonis,2022-23,C,SAC,79.0,79.0,34.6,7.3,11.9,0.615,0.4,1.1,0.373,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,23.5,0.668,21.3,12.6,5.8,5.4
Jaren Jackson Jr.,2022-23,C,MEM,63.0,63.0,28.4,6.6,13.0,0.506,1.6,4.5,0.355,3.8,4.9,0.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,21.6,0.613,24.7,6.6,2.8,2.2
Franz Wagner,2022-23,SF,ORL,80.0,80.0,32.6,6.8,14.0,0.485,1.6,4.5,0.361,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,15.9,0.589,23.5,5.4,-0.1,1.3
Devin Vassell,2022-23,SG,SAS,38.0,32.0,31.0,6.9,15.7,0.439,2.7,7.0,0.387,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,15.5,0.55,24.4,1.2,0.4,0.7
Deandre Ayton,2022-23,C,PHO,67.0,67.0,30.4,7.8,13.2,0.589,0.1,0.4,0.292,2.3,3.0,0.76,2.6,7.4,10.0,1.7,0.6,0.8,1.8,2.8,18.0,19.9,0.617,22.9,6.2,0.9,1.5
Myles Turner,2022-23,C,IND,62.0,62.0,29.4,6.5,11.8,0.548,1.5,4.0,0.373,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18.0,20.0,0.651,22.0,5.4,2.1,1.9
D'Angelo Russell,2022-23,PG,2TM,71.0,71.0,32.5,6.3,13.4,0.469,2.7,6.9,0.396,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8,16.3,0.605,22.7,5.1,1.5,2.0
Nikola VuÄeviÄ,2022-23,C,CHI,82.0,82.0,33.5,7.3,14.0,0.52,1.5,4.2,0.349,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,19.1,0.594,21.9,8.3,2.7,3.2
Michael Porter Jr.,2022-23,SF,DEN,62.0,62.0,29.0,6.4,13.2,0.487,3.0,7.3,0.414,1.5,1.9,0.8,1.0,4.5,5.5,1.0,0.6,0.5,1.1,1.9,17.4,16.8,0.621,22.7,4.3,0.2,1.0
Gary Trent Jr.,2022-23,SG,TOR,66.0,44.0,32.1,6.1,14.2,0.433,2.5,6.8,0.369,2.6,3.1,0.839,0.5,2.2,2.6,1.6,1.6,0.2,0.8,1.5,17.4,15.0,0.56,21.7,4.5,0.2,1.2
Spencer Dinwiddie,2022-23,SG,2TM,79.0,79.0,34.5,5.8,13.3,0.438,2.3,6.2,0.369,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4,17.3,16.0,0.573,22.1,6.3,0.7,1.8
Andrew Wiggins,2022-23,SF,GSW,37.0,37.0,32.2,6.8,14.3,0.473,2.4,6.1,0.396,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,14.7,0.564,21.5,2.3,-0.5,0.5
Norman Powell,2022-23,SG,LAC,60.0,8.0,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17.0,17.1,0.612,26.0,3.5,0.3,0.9
OG Anunoby,2022-23,SF,TOR,67.0,67.0,35.6,6.3,13.2,0.476,2.1,5.5,0.387,2.1,2.5,0.838,1.4,3.5,5.0,2.0,1.9,0.7,2.0,3.0,16.8,14.6,0.586,19.5,4.7,0.4,1.5
Buddy Hield,2022-23,SF,IND,80.0,73.0,31.0,5.9,13.0,0.458,3.6,8.5,0.425,1.3,1.6,0.822,0.8,4.2,5.0,2.8,1.2,0.3,1.7,2.0,16.8,15.4,0.614,20.8,4.4,1.9,2.4
Bennedict Mathurin,2022-23,SG,IND,78.0,17.0,28.5,5.3,12.2,0.434,1.3,4.0,0.323,4.8,5.8,0.828,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,13.1,0.566,24.6,1.8,-3.7,-1.0
Josh Giddey,2022-23,PF,OKC,76.0,76.0,31.1,7.1,14.7,0.482,1.0,3.1,0.325,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,17.1,0.533,24.6,4.0,1.2,1.9
Christian Wood,2022-23,C,DAL,67.0,17.0,25.9,5.9,11.5,0.515,1.6,4.2,0.376,3.2,4.2,0.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5,16.6,20.6,0.624,26.4,4.8,1.7,1.6
Aaron Gordon,2022-23,PF,DEN,68.0,68.0,30.2,6.3,11.2,0.564,0.9,2.5,0.347,2.8,4.6,0.608,2.4,4.1,6.6,3.0,0.8,0.8,1.4,1.9,16.3,19.5,0.617,21.1,6.8,2.1,2.1
Jaden Ivey,2022-23,SG,DET,74.0,73.0,31.1,5.5,13.3,0.416,1.6,4.7,0.343,3.6,4.8,0.747,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,12.1,0.528,25.4,0.0,-3.3,-0.7
Evan Mobley,2022-23,PF,CLE,79.0,79.0,34.4,6.6,12.0,0.554,0.3,1.3,0.216,2.6,3.8,0.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,17.9,0.591,20.2,8.5,1.7,2.5
RaiQuan Gray,2022-23,PF,BRK,1.0,0.0,35.0,6.0,12.0,0.5,2.0,5.0,0.4,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,16.0,15.5,0.621,21.4,0.1,-2.0,0.0
Brook Lopez,2022-23,C,MIL,78.0,78.0,30.4,6.1,11.5,0.531,1.7,4.7,0.374,1.9,2.4,0.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,18.4,0.63,19.3,8.0,2.1,2.5
Russell Westbrook,2022-23,PG,2TM,73.0,24.0,29.1,5.9,13.6,0.436,1.2,3.9,0.311,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,16.1,0.513,27.7,1.9,0.2,1.2
P.J. Washington,2022-23,PF,CHO,73.0,73.0,32.6,5.9,13.4,0.444,2.0,5.9,0.348,1.7,2.4,0.73,1.0,3.9,4.9,2.4,0.9,1.1,1.5,2.6,15.7,12.9,0.542,20.6,2.6,-1.3,0.4
Cameron Johnson,2022-23,PF,2TM,42.0,41.0,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,17.1,0.617,20.6,3.5,2.6,1.4
De'Andre Hunter,2022-23,SF,ATL,67.0,67.0,31.7,5.7,12.3,0.461,1.5,4.3,0.35,2.6,3.1,0.826,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3.0,15.4,11.5,0.563,19.7,2.5,-3.3,-0.7
Scottie Barnes,2022-23,SF,TOR,77.0,76.0,34.8,6.0,13.2,0.456,0.8,2.9,0.281,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2.0,2.2,15.3,15.5,0.524,20.3,5.0,0.4,1.6
Skylar Mays,2022-23,PG,POR,6.0,6.0,31.5,5.7,11.3,0.5,2.0,4.3,0.462,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3,19.4,0.624,19.3,0.7,0.0,0.1
Wendell Carter Jr.,2022-23,C,ORL,57.0,54.0,29.6,5.6,10.8,0.525,1.4,3.9,0.356,2.5,3.4,0.738,2.1,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.2,17.3,0.621,20.5,4.6,1.0,1.3
Kevin Huerter,2022-23,SG,SAC,75.0,75.0,29.4,5.6,11.5,0.485,2.7,6.8,0.402,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,15.2,0.617,19.9,4.9,1.0,1.7
Khris Middleton,2022-23,SF,MIL,33.0,19.0,24.3,5.4,12.3,0.436,1.5,4.9,0.315,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,17.4,0.551,27.4,1.9,0.8,0.6
Harrison Barnes,2022-23,PF,SAC,82.0,82.0,32.5,4.6,9.6,0.473,1.6,4.3,0.374,4.3,5.0,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1.0,1.3,15.0,14.1,0.632,17.1,6.5,-1.0,0.7
Malcolm Brogdon,2022-23,PG,BOS,67.0,0.0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,18.2,0.615,22.8,5.8,2.8,2.1
Immanuel Quickley,2022-23,SG,NYK,81.0,21.0,28.9,5.2,11.6,0.448,2.1,5.6,0.37,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0,14.9,16.3,0.578,20.9,6.7,1.7,2.1
Alperen ÅengÃ¼n,2022-23,C,HOU,75.0,72.0,28.9,5.9,10.7,0.553,0.3,0.8,0.333,2.7,3.8,0.715,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,19.7,0.599,21.4,5.2,1.4,1.9
Tobias Harris,2022-23,SF,PHI,74.0,74.0,32.9,5.7,11.4,0.501,1.7,4.4,0.389,1.5,1.7,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2.0,14.7,14.8,0.602,18.2,5.9,0.7,1.7
Gordon Hayward,2022-23,SF,CHO,50.0,50.0,31.5,5.5,11.6,0.475,1.0,3.2,0.325,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2.0,1.4,14.7,13.5,0.563,20.0,2.0,-1.4,0.2
Trey Murphy III,2022-23,SF,NOP,79.0,65.0,31.0,4.9,10.1,0.484,2.6,6.3,0.406,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2.0,14.5,15.2,0.65,16.6,7.6,1.8,2.3
Tim Hardaway Jr.,2022-23,SF,DAL,71.0,45.0,30.3,4.8,11.9,0.401,3.0,7.7,0.385,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4,12.1,0.554,20.6,2.3,-1.8,0.1
Jarrett Allen,2022-23,C,CLE,68.0,68.0,32.6,5.9,9.2,0.644,0.0,0.1,0.1,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,19.9,0.67,16.4,9.5,2.4,2.4
Dillon Brooks,2022-23,SF,MEM,73.0,73.0,30.3,5.4,13.6,0.396,2.0,6.0,0.326,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,9.4,0.494,21.8,1.6,-3.9,-1.1
Collin Sexton,2022-23,PG,UTA,48.0,15.0,23.9,4.9,9.8,0.506,1.0,2.5,0.393,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,15.9,0.616,23.4,2.5,-1.3,0.2
