Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
Jimmy Butler,2015-16,SG,CHI,67.0,67.0,36.9,7.0,15.4,0.454,1.0,3.1,0.312,5.9,7.1,0.832,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9,21.3,0.562,24.4,9.1,4.4,3.9
Kemba Walker,2015-16,PG,CHO,81.0,81.0,35.6,7.0,16.4,0.427,2.2,6.0,0.371,4.6,5.4,0.847,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,20.9,20.8,0.554,26.5,9.9,4.0,4.3
CJ McCollum,2015-16,SG,POR,80.0,80.0,34.8,8.0,17.9,0.448,2.5,5.9,0.417,2.3,2.8,0.827,0.6,2.7,3.2,4.3,1.2,0.3,2.5,2.3,20.8,17.7,0.544,27.1,6.0,1.3,2.3
Andrew Wiggins,2015-16,SF,MIN,81.0,81.0,35.1,7.3,16.0,0.459,0.7,2.3,0.3,5.3,7.0,0.761,1.3,2.3,3.6,2.0,1.0,0.6,2.2,2.0,20.7,16.5,0.543,27.2,4.1,-1.3,0.5
Brook Lopez,2015-16,C,BRK,73.0,73.0,33.7,8.1,15.8,0.511,0.0,0.2,0.143,4.3,5.5,0.787,2.8,5.1,7.8,2.0,0.8,1.7,2.4,2.9,20.6,21.7,0.562,27.3,6.2,1.3,2.1
Eric Bledsoe,2015-16,PG,PHO,31.0,31.0,34.2,7.2,15.9,0.453,1.5,4.2,0.372,4.5,5.5,0.802,0.6,3.5,4.0,6.1,2.0,0.6,3.5,2.4,20.4,20.0,0.557,27.2,2.5,3.3,1.4
John Wall,2015-16,PG,WAS,77.0,77.0,36.2,7.4,17.5,0.424,1.5,4.3,0.351,3.5,4.5,0.791,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,19.9,19.8,0.51,28.6,5.7,3.5,3.9
Gordon Hayward,2015-16,SF,UTA,80.0,80.0,36.2,6.5,15.0,0.433,1.8,5.1,0.349,4.9,6.0,0.824,0.8,4.2,5.0,3.7,1.2,0.3,2.5,2.3,19.7,18.3,0.559,25.7,8.9,2.6,3.3
Kyrie Irving,2015-16,PG,CLE,53.0,53.0,31.5,7.4,16.6,0.448,1.6,4.9,0.321,3.2,3.6,0.885,0.8,2.1,3.0,4.7,1.1,0.3,2.3,2.0,19.6,19.9,0.54,29.5,5.0,2.3,1.8
Brandon Knight,2015-16,SG,PHO,52.0,50.0,36.0,7.1,17.2,0.415,2.3,6.8,0.342,3.0,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,14.7,0.522,26.2,1.7,-0.6,0.6
Danilo Gallinari,2015-16,SF,DEN,53.0,53.0,34.7,5.4,13.2,0.41,1.6,4.5,0.364,7.1,8.2,0.868,1.0,4.3,5.3,2.5,0.8,0.4,1.5,1.6,19.5,19.0,0.582,23.0,6.3,2.7,2.2
Chris Paul,2015-16,PG,LAC,74.0,74.0,32.7,7.0,15.1,0.462,1.6,4.4,0.371,4.0,4.4,0.896,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,19.5,26.2,0.575,27.1,12.7,7.9,6.0
Chris Bosh,2015-16,PF,MIA,53.0,53.0,33.5,6.8,14.5,0.467,1.5,4.2,0.365,4.0,5.1,0.795,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1,20.2,0.571,24.7,6.4,4.0,2.7
Dwyane Wade,2015-16,SG,MIA,74.0,73.0,30.5,7.3,16.0,0.456,0.1,0.6,0.159,4.4,5.5,0.793,1.1,3.0,4.1,4.6,1.1,0.6,2.7,1.6,19.0,20.3,0.517,31.6,4.9,1.9,2.2
Reggie Jackson,2015-16,PG,DET,79.0,79.0,30.7,6.8,15.7,0.434,1.5,4.2,0.353,3.7,4.3,0.864,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,18.8,19.6,0.535,29.1,6.9,2.7,2.8
Dirk Nowitzki,2015-16,PF,DAL,75.0,75.0,31.5,6.6,14.8,0.448,1.7,4.6,0.368,3.3,3.7,0.893,0.7,5.8,6.5,1.8,0.7,0.7,1.1,2.1,18.3,19.0,0.555,25.5,6.8,2.5,2.7
Karl-Anthony Towns,2015-16,C,MIN,82.0,82.0,32.0,7.6,14.1,0.542,0.4,1.1,0.341,2.7,3.4,0.811,2.8,7.7,10.5,2.0,0.7,1.7,2.2,3.0,18.3,22.5,0.59,24.9,8.3,2.2,2.7
Khris Middleton,2015-16,SG,MIL,79.0,79.0,36.1,6.4,14.5,0.444,1.8,4.6,0.396,3.5,3.9,0.888,0.6,3.3,3.8,4.2,1.7,0.2,2.3,2.6,18.2,16.8,0.56,23.0,6.1,0.6,1.9
Nikola VuÄeviÄ,2015-16,C,ORL,65.0,60.0,31.3,8.2,16.1,0.51,0.0,0.1,0.222,1.7,2.3,0.753,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2,21.1,0.531,26.8,5.2,1.9,2.0
LaMarcus Aldridge,2015-16,PF,SAS,74.0,74.0,30.6,7.2,14.1,0.513,0.0,0.2,0.0,3.5,4.1,0.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,22.4,0.565,25.9,10.1,2.3,2.5
Kobe Bryant,2015-16,SF,LAL,66.0,66.0,28.2,6.0,16.9,0.358,2.0,7.1,0.285,3.5,4.3,0.826,0.6,3.1,3.7,2.8,0.9,0.2,2.0,1.7,17.6,14.9,0.469,32.2,-0.4,-1.6,0.2
Jahlil Okafor,2015-16,C,PHI,53.0,48.0,30.0,7.5,14.7,0.508,0.0,0.1,0.167,2.5,3.7,0.686,2.3,4.7,7.0,1.2,0.4,1.2,2.3,2.6,17.5,17.1,0.536,27.3,1.2,-2.3,-0.1
Bradley Beal,2015-16,SG,WAS,55.0,35.0,31.1,6.5,14.5,0.449,1.9,4.9,0.387,2.5,3.2,0.767,0.7,2.7,3.4,2.9,1.0,0.2,2.0,2.1,17.4,15.5,0.547,25.3,2.7,0.3,1.0
Rudy Gay,2015-16,SF,SAC,70.0,70.0,34.0,6.7,14.4,0.463,1.1,3.1,0.344,2.8,3.6,0.78,1.5,5.0,6.5,1.7,1.4,0.7,2.0,2.6,17.2,15.5,0.538,22.4,3.8,-0.3,1.0
Paul Millsap,2015-16,PF,ATL,81.0,81.0,32.7,6.2,13.2,0.47,0.9,2.9,0.319,3.8,5.0,0.757,2.4,6.6,9.0,3.3,1.8,1.7,2.4,2.9,17.1,21.3,0.556,24.3,10.1,4.2,4.1
Ryan Anderson,2015-16,PF,NOP,66.0,7.0,30.4,6.0,14.1,0.427,2.0,5.4,0.366,3.0,3.5,0.873,2.0,4.0,6.0,1.1,0.6,0.4,1.4,1.7,17.0,17.2,0.546,24.7,3.9,-0.2,0.9
Giannis Antetokounmpo,2015-16,PG,MIL,80.0,79.0,35.3,6.4,12.7,0.506,0.4,1.4,0.257,3.7,5.1,0.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9,18.8,0.566,22.3,7.1,2.1,2.9
Jrue Holiday,2015-16,PG,NOP,65.0,23.0,28.2,6.3,14.4,0.439,1.3,4.0,0.336,2.8,3.3,0.843,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,16.8,19.7,0.529,28.9,3.4,2.1,1.9
Marc Gasol,2015-16,C,MEM,52.0,52.0,34.4,6.3,13.6,0.464,0.0,0.1,0.667,3.9,4.7,0.829,1.1,5.8,7.0,3.8,1.0,1.3,2.3,2.7,16.6,17.7,0.528,23.4,3.7,1.7,1.7
Pau Gasol,2015-16,C,CHI,72.0,72.0,31.8,6.5,13.8,0.469,0.3,1.0,0.348,3.2,4.0,0.792,2.2,8.9,11.0,4.1,0.6,2.0,2.3,2.1,16.5,21.7,0.529,24.6,7.1,4.9,4.0
Derrick Favors,2015-16,PF,UTA,62.0,59.0,32.0,6.7,13.1,0.515,0.0,0.1,0.0,2.9,4.1,0.709,2.7,5.4,8.1,1.5,1.2,1.5,1.7,2.4,16.4,21.6,0.551,23.9,7.1,3.3,2.6
Derrick Rose,2015-16,PG,CHI,66.0,66.0,31.8,6.8,15.9,0.427,0.7,2.3,0.293,2.2,2.7,0.793,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4,13.4,0.479,27.3,0.4,-2.5,-0.3
JJ Redick,2015-16,SG,LAC,75.0,75.0,28.0,5.6,11.7,0.48,2.7,5.6,0.475,2.4,2.7,0.888,0.1,1.7,1.9,1.4,0.6,0.1,1.0,1.8,16.3,17.5,0.632,22.6,6.7,2.2,2.2
Andre Drummond,2015-16,C,DET,81.0,81.0,32.9,6.8,13.1,0.521,0.0,0.1,0.333,2.6,7.2,0.355,4.9,9.9,14.8,0.8,1.5,1.4,1.9,3.0,16.2,21.2,0.499,24.1,7.4,1.1,2.0
Kevin Love,2015-16,PF,CLE,77.0,77.0,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.4,4.1,0.822,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,16.0,19.0,0.553,23.4,8.5,3.3,3.3
Victor Oladipo,2015-16,SG,ORL,72.0,52.0,33.0,5.9,13.5,0.438,1.4,3.9,0.348,2.8,3.4,0.83,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16.0,16.7,0.534,22.9,4.9,1.7,2.3
Jeff Teague,2015-16,PG,ATL,79.0,78.0,28.5,5.5,12.5,0.439,1.4,3.5,0.401,3.3,3.9,0.837,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,15.7,17.9,0.551,26.6,5.9,1.3,1.9
Jordan Clarkson,2015-16,SG,LAL,79.0,79.0,32.3,6.0,13.9,0.433,1.4,4.1,0.347,2.1,2.6,0.804,1.2,2.8,4.0,2.4,1.1,0.1,1.7,2.1,15.5,14.3,0.516,22.8,2.1,-1.6,0.2
Evan Fournier,2015-16,SF,ORL,79.0,71.0,32.5,5.4,11.8,0.462,2.0,4.9,0.4,2.5,3.0,0.836,0.4,2.4,2.8,2.7,1.2,0.0,1.7,2.7,15.4,14.6,0.587,20.1,5.7,-0.3,1.1
Mike Conley,2015-16,PG,MEM,56.0,56.0,31.4,5.3,12.4,0.422,1.4,3.8,0.363,3.4,4.1,0.834,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,15.3,19.4,0.538,22.4,5.3,3.0,2.2
Greg Monroe,2015-16,C,MIL,79.0,67.0,29.3,6.2,11.9,0.522,0.0,0.0,0.0,2.9,3.9,0.74,2.8,6.1,8.8,2.3,0.9,0.8,1.6,2.1,15.3,21.8,0.562,23.5,7.5,2.1,2.4
Zach Randolph,2015-16,PF,MEM,68.0,53.0,29.6,6.3,13.3,0.475,0.1,0.4,0.231,2.5,3.2,0.796,2.6,5.1,7.8,2.1,0.6,0.2,1.5,2.1,15.3,18.3,0.519,24.6,4.3,-0.3,0.9
Lou Williams,2015-16,SG,LAL,67.0,35.0,28.5,4.2,10.3,0.408,1.6,4.8,0.344,5.3,6.3,0.83,0.5,2.1,2.5,2.5,0.9,0.3,1.6,1.6,15.3,17.7,0.584,22.8,4.7,1.3,1.6
Avery Bradley,2015-16,SG,BOS,76.0,72.0,33.4,6.0,13.4,0.447,1.9,5.4,0.361,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2,13.2,0.538,19.8,4.8,-0.1,1.2
Tyreke Evans,2015-16,SG,NOP,25.0,25.0,30.6,5.4,12.6,0.433,1.3,3.4,0.388,3.0,3.7,0.796,0.8,4.4,5.2,6.6,1.3,0.3,2.9,2.6,15.2,17.9,0.534,24.7,1.4,1.7,0.7
Eric Gordon,2015-16,SG,NOP,45.0,44.0,32.9,5.1,12.3,0.418,2.5,6.5,0.384,2.5,2.8,0.888,0.2,2.0,2.2,2.7,1.0,0.3,1.6,2.2,15.2,13.5,0.565,20.3,2.1,-0.1,0.7
Al Horford,2015-16,C,ATL,82.0,82.0,32.1,6.5,12.8,0.505,1.1,3.1,0.344,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2.0,15.2,19.4,0.565,20.6,9.4,3.8,3.9
Thaddeus Young,2015-16,PF,BRK,73.0,73.0,33.0,6.8,13.2,0.514,0.1,0.4,0.233,1.4,2.2,0.644,2.4,6.6,9.0,1.9,1.5,0.5,1.9,2.5,15.1,17.5,0.533,21.6,4.1,0.0,1.2
Nicolas Batum,2015-16,SF,CHO,70.0,70.0,35.0,5.3,12.5,0.426,2.0,5.7,0.348,2.3,2.7,0.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9,15.6,0.546,21.4,5.0,1.2,2.0
Tobias Harris,2015-16,PF,2TM,76.0,74.0,33.1,5.5,11.7,0.469,1.1,3.1,0.335,2.7,3.2,0.831,1.3,5.4,6.7,2.2,0.9,0.5,1.4,2.0,14.7,16.2,0.56,19.3,6.6,1.5,2.2
Kentavious Caldwell-Pope,2015-16,SG,DET,76.0,76.0,36.7,5.3,12.6,0.42,1.5,4.9,0.309,2.4,3.0,0.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5,12.4,0.521,18.2,5.3,-0.3,1.2
Rodney Hood,2015-16,SG,UTA,79.0,79.0,32.2,5.2,12.3,0.42,2.0,5.7,0.359,2.2,2.5,0.86,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,14.5,14.1,0.542,21.5,6.0,0.7,1.7
Will Barton,2015-16,SG,DEN,82.0,1.0,28.7,5.2,12.0,0.432,1.4,4.0,0.345,2.6,3.3,0.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4,16.0,0.535,23.0,4.3,0.8,1.7
Kristaps PorziÅÄ£is,2015-16,PF,NYK,72.0,72.0,28.4,5.2,12.3,0.421,1.1,3.4,0.333,2.8,3.3,0.838,1.8,5.5,7.3,1.3,0.7,1.9,1.7,2.8,14.3,17.7,0.518,24.6,4.4,0.9,1.5
Jamal Crawford,2015-16,SG,LAC,79.0,5.0,26.9,4.8,11.9,0.404,1.5,4.4,0.34,3.1,3.4,0.904,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2,14.0,0.529,24.9,3.3,-1.4,0.3
Jae Crowder,2015-16,SF,BOS,73.0,73.0,31.6,4.9,11.1,0.443,1.7,5.0,0.336,2.7,3.3,0.82,1.0,4.2,5.1,1.8,1.7,0.5,1.1,2.7,14.2,15.8,0.565,18.5,7.3,2.2,2.5
Hassan Whiteside,2015-16,C,MIA,73.0,43.0,29.1,5.7,9.3,0.606,0.0,0.0,,2.9,4.5,0.65,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,14.2,25.6,0.629,20.7,10.3,4.1,3.3
Goran DragiÄ,2015-16,PG,MIA,72.0,72.0,32.8,5.8,12.2,0.477,0.9,2.8,0.312,1.7,2.3,0.727,0.8,3.1,3.8,5.8,1.0,0.2,2.6,2.6,14.1,15.5,0.537,21.9,4.7,-0.4,1.0
Marcus Morris,2015-16,SF,DET,80.0,80.0,35.7,5.1,11.8,0.434,1.4,3.7,0.362,2.5,3.4,0.749,1.1,3.9,5.1,2.5,0.8,0.3,1.8,2.1,14.1,12.7,0.531,18.4,5.4,-0.2,1.3
Jabari Parker,2015-16,PF,MIL,76.0,72.0,31.7,5.8,11.8,0.493,0.1,0.5,0.257,2.3,3.0,0.768,1.6,3.6,5.2,1.7,0.9,0.4,1.5,2.0,14.1,14.8,0.535,20.9,3.6,-2.0,0.0
Deron Williams,2015-16,PG,DAL,65.0,63.0,32.4,4.9,11.9,0.414,1.5,4.3,0.344,2.8,3.2,0.869,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1,14.6,0.53,22.0,3.7,-0.3,0.9
Darren Collison,2015-16,PG,SAC,74.0,15.0,30.0,5.1,10.5,0.486,1.2,2.9,0.401,2.6,3.1,0.858,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,14.0,15.9,0.591,19.2,5.2,0.1,1.2
Draymond Green,2015-16,PF,GSW,81.0,81.0,34.7,5.0,10.1,0.49,1.2,3.2,0.388,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,14.0,19.3,0.587,18.8,11.1,5.5,5.3
Zach LaVine,2015-16,SG,MIN,82.0,33.0,28.0,5.3,11.7,0.452,1.5,3.9,0.389,2.0,2.5,0.793,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,14.3,0.548,23.5,2.6,-1.5,0.3
Devin Booker,2015-16,SG,PHO,76.0,51.0,27.7,4.8,11.4,0.423,1.3,3.8,0.343,2.8,3.4,0.84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3.0,13.8,11.9,0.535,23.0,1.9,-2.8,-0.5
Monta Ellis,2015-16,SG,IND,81.0,81.0,33.8,5.4,12.6,0.427,1.1,3.5,0.309,2.0,2.5,0.786,0.5,2.8,3.3,4.7,1.9,0.5,2.5,2.1,13.8,13.7,0.504,21.2,4.3,0.1,1.5
Dwight Howard,2015-16,C,HOU,71.0,71.0,32.1,5.2,8.5,0.62,0.0,0.1,0.0,3.3,6.7,0.489,3.4,8.4,11.8,1.4,1.0,1.6,2.3,3.1,13.7,18.9,0.604,18.4,6.6,0.1,1.2
Chandler Parsons,2015-16,SF,DAL,61.0,51.0,29.5,5.2,10.7,0.492,1.7,4.1,0.414,1.5,2.2,0.684,0.5,4.2,4.7,2.8,0.8,0.3,1.6,1.9,13.7,16.2,0.589,20.5,4.3,2.0,1.8
Marcin Gortat,2015-16,C,WAS,75.0,74.0,30.1,5.8,10.2,0.567,0.0,0.0,0.0,1.9,2.8,0.705,3.0,6.9,9.9,1.4,0.6,1.3,1.6,2.6,13.5,19.0,0.592,18.9,7.3,0.6,1.5
Alec Burks,2015-16,SG,UTA,31.0,3.0,25.7,4.4,10.8,0.41,1.0,2.5,0.405,3.4,4.5,0.752,0.5,3.0,3.5,2.0,0.6,0.1,1.6,2.3,13.3,14.3,0.52,25.9,1.5,-0.4,0.3
D'Angelo Russell,2015-16,PG,LAL,80.0,48.0,28.2,4.9,12.0,0.41,1.6,4.6,0.351,1.8,2.4,0.737,0.6,2.8,3.4,3.3,1.2,0.2,2.5,1.8,13.2,13.2,0.507,24.1,0.0,-2.3,-0.1
Dahntay Jones,2015-16,SF,CLE,1.0,0.0,42.0,6.0,14.0,0.429,1.0,2.0,0.5,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,2.0,0.0,6.0,13.0,10.3,0.464,15.1,0.1,-3.0,0.0
Arron Afflalo,2015-16,SG,NYK,71.0,57.0,33.4,5.0,11.3,0.443,1.3,3.4,0.382,1.5,1.8,0.84,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8,10.9,0.531,17.9,2.7,-2.9,-0.5
Michael Beasley,2015-16,PF,HOU,20.0,0.0,18.2,5.4,10.3,0.522,0.2,0.5,0.333,1.9,2.5,0.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2.0,12.8,22.5,0.563,29.7,1.0,0.9,0.3
Robert Covington,2015-16,SF,PHI,67.0,49.0,28.4,4.1,10.6,0.385,2.5,7.2,0.353,2.1,2.6,0.791,1.0,5.3,6.3,1.4,1.6,0.6,2.1,3.5,12.8,13.2,0.543,21.5,2.0,-0.9,0.5
Jarrett Jack,2015-16,PG,BRK,32.0,32.0,32.1,4.4,11.2,0.391,1.0,3.2,0.304,3.1,3.5,0.893,0.3,4.0,4.3,7.4,1.1,0.2,2.9,2.4,12.8,14.5,0.505,21.7,0.9,-0.7,0.3
Emmanuel Mudiay,2015-16,PG,DEN,68.0,66.0,30.4,4.8,13.3,0.364,1.1,3.4,0.319,2.1,3.1,0.67,0.5,2.9,3.4,5.5,1.0,0.5,3.2,2.1,12.8,9.9,0.437,25.7,-2.1,-4.2,-1.2
Jonas ValanÄiÅ«nas,2015-16,C,TOR,60.0,59.0,26.0,5.1,8.9,0.565,0.0,0.0,,2.7,3.6,0.761,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,12.8,22.6,0.61,20.9,6.9,1.7,1.4
Trevor Ariza,2015-16,SF,HOU,81.0,81.0,35.3,4.4,10.6,0.416,2.3,6.2,0.371,1.6,2.0,0.783,0.8,3.7,4.5,2.3,2.0,0.3,1.4,2.2,12.7,12.9,0.551,15.7,5.4,0.4,1.7
Enes Freedom,2015-16,C,OKC,82.0,1.0,21.0,5.0,8.8,0.576,0.1,0.3,0.476,2.4,3.1,0.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7,24.0,0.626,23.4,8.1,1.2,1.4
DeAndre Jordan,2015-16,C,LAC,77.0,77.0,33.7,4.6,6.6,0.703,0.0,0.0,0.0,3.5,8.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7,20.6,0.628,15.4,11.5,2.8,3.2
Michael Kidd-Gilchrist,2015-16,SF,CHO,7.0,7.0,29.3,4.7,8.7,0.541,0.4,1.0,0.429,2.9,4.1,0.69,1.7,4.7,6.4,1.3,0.4,0.4,1.1,1.3,12.7,16.9,0.603,18.0,0.6,0.0,0.1
Ish Smith,2015-16,PG,2TM,77.0,53.0,29.1,5.2,12.6,0.411,0.7,2.2,0.329,1.6,2.3,0.693,0.6,3.4,4.0,6.5,1.1,0.3,2.3,1.7,12.6,14.9,0.465,23.9,1.3,-1.6,0.2
Serge Ibaka,2015-16,PF,OKC,78.0,78.0,32.1,5.3,11.1,0.479,0.8,2.4,0.326,1.2,1.6,0.752,1.8,5.0,6.8,0.8,0.5,1.9,1.4,2.7,12.6,13.9,0.533,17.6,5.5,-0.6,0.8
Kenneth Faried,2015-16,PF,DEN,67.0,64.0,25.3,5.2,9.3,0.558,0.0,0.0,0.5,2.0,3.3,0.613,3.5,5.2,8.7,1.2,0.5,0.9,1.4,2.5,12.5,21.0,0.577,21.0,5.5,0.3,1.0
Wesley Matthews,2015-16,SF,DAL,78.0,78.0,33.9,4.2,10.9,0.388,2.4,6.7,0.36,1.6,1.9,0.863,0.3,2.7,3.1,1.9,1.0,0.2,1.0,2.3,12.5,10.9,0.532,17.2,3.7,-1.0,0.6
J.R. Smith,2015-16,SG,CLE,77.0,77.0,30.7,4.6,11.0,0.415,2.6,6.6,0.4,0.6,0.9,0.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4,12.4,0.542,18.0,5.5,0.5,1.5
Luol Deng,2015-16,PF,MIA,74.0,73.0,32.4,4.6,10.1,0.455,1.2,3.5,0.344,2.0,2.6,0.755,1.5,4.5,6.0,1.9,1.0,0.4,1.1,1.6,12.3,15.0,0.549,17.4,6.4,0.8,1.7
Gary Harris,2015-16,SG,DEN,76.0,76.0,32.1,4.7,10.1,0.469,1.4,3.9,0.354,1.4,1.8,0.82,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,12.3,12.7,0.566,16.5,4.0,-0.9,0.7
Joe Johnson,2015-16,SF,2TM,81.0,81.0,33.4,4.7,10.6,0.439,1.5,3.9,0.383,1.5,1.8,0.831,0.6,3.0,3.6,3.9,0.8,0.0,2.0,1.8,12.2,12.0,0.538,17.9,2.7,-1.9,0.1
