Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
Kurt Nimphius,1985-86,PF,2TM,80.0,66.0,27.8,4.4,8.7,0.506,0.0,0.0,0.0,2.4,3.3,0.74,1.9,3.8,5.7,0.8,0.4,1.3,1.5,3.3,11.2,12.6,0.554,16.8,3.1,-2.6,-0.3
James Bailey,1985-86,PF,NYK,48.0,36.0,25.9,4.2,9.2,0.456,0.0,0.1,0.0,2.7,3.5,0.772,2.1,4.8,7.0,1.0,0.7,0.8,2.1,4.3,11.1,12.6,0.516,20.7,1.9,-3.2,-0.4
Benoit Benjamin,1985-86,C,LAC,79.0,37.0,26.4,4.1,8.4,0.49,0.0,0.0,0.333,2.9,3.9,0.746,2.0,5.6,7.6,1.0,0.8,2.6,1.8,3.6,11.1,16.1,0.551,18.1,4.0,-0.5,0.8
Kenny Carr,1985-86,PF,POR,55.0,31.0,28.3,4.2,8.5,0.498,0.0,0.1,0.0,2.7,3.9,0.687,2.7,6.3,8.9,1.3,0.7,0.5,1.9,3.7,11.1,13.3,0.546,17.0,3.1,-2.3,-0.1
Jay Humphries,1985-86,PG,PHO,82.0,82.0,33.3,4.3,9.0,0.479,0.0,0.4,0.138,2.4,3.1,0.767,0.7,2.5,3.2,6.4,1.6,0.1,2.3,2.7,11.0,12.6,0.534,15.1,4.8,-0.6,0.9
Mike Sanders,1985-86,SF,PHO,82.0,5.0,20.0,4.2,8.2,0.513,0.0,0.2,0.2,2.5,3.1,0.809,1.3,2.1,3.3,1.8,0.9,0.4,1.7,2.9,11.0,16.0,0.573,22.6,3.9,0.2,0.9
Gene Banks,1985-86,SF,CHI,82.0,33.0,26.1,4.3,8.4,0.517,0.0,0.2,0.0,2.2,3.1,0.718,2.2,2.2,4.4,3.1,1.0,0.1,1.7,2.6,10.9,15.5,0.559,17.9,4.3,0.8,1.5
Wes Matthews,1985-86,PG,SAS,75.0,46.0,24.7,4.3,8.0,0.531,0.1,0.3,0.16,2.3,2.8,0.82,0.4,1.3,1.7,6.3,1.2,0.4,3.1,2.2,10.9,15.5,0.587,20.2,3.0,0.1,1.0
Alvan Adams,1985-86,C,PHO,78.0,45.0,25.7,4.4,8.7,0.502,0.0,0.0,0.0,2.0,2.6,0.783,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,15.3,0.547,19.4,3.9,1.6,1.8
Craig Hodges,1985-86,SG,MIL,66.0,66.0,26.3,4.3,8.6,0.5,1.1,2.5,0.451,1.1,1.3,0.872,0.6,1.2,1.8,3.5,1.1,0.0,1.3,2.4,10.8,13.9,0.591,16.0,5.3,1.9,1.7
Rory Sparrow,1985-86,PG,NYK,74.0,74.0,31.7,4.7,9.8,0.477,0.1,0.3,0.25,1.4,1.7,0.795,0.7,1.6,2.3,6.4,1.1,0.2,2.1,2.5,10.8,13.0,0.511,16.7,3.7,-0.3,1.0
Danny Ainge,1985-86,SG,BOS,80.0,78.0,30.1,4.4,8.8,0.504,0.3,0.9,0.356,1.5,1.7,0.904,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7,13.6,0.562,15.2,6.8,0.9,1.8
Trent Tucker,1985-86,SG,NYK,77.0,23.0,23.2,4.5,9.6,0.472,0.5,1.2,0.451,1.0,1.3,0.79,0.9,1.3,2.2,2.5,0.8,0.1,0.9,2.2,10.6,14.6,0.522,20.0,4.0,0.9,1.3
Rodney McCray,1985-86,SF,HOU,82.0,82.0,31.8,4.1,7.7,0.537,0.0,0.0,0.0,2.1,2.7,0.77,1.9,4.4,6.3,3.6,0.6,0.7,1.6,2.4,10.3,13.6,0.583,12.8,6.3,1.0,2.0
Darrell Walker,1985-86,PG,NYK,81.0,35.0,25.0,4.0,9.3,0.43,0.0,0.1,0.0,2.3,3.4,0.686,1.2,1.5,2.7,4.2,1.8,0.4,2.4,2.7,10.3,14.0,0.479,22.1,2.1,1.3,1.7
Maurice Lucas,1985-86,PF,LAL,77.0,8.0,22.7,3.9,8.5,0.462,0.0,0.0,0.5,2.3,3.0,0.783,2.1,5.2,7.4,1.1,0.6,0.3,1.6,3.3,10.2,13.8,0.52,20.2,4.0,-2.3,-0.1
Bob McAdoo,1985-86,C,PHI,29.0,0.0,21.0,4.0,8.7,0.462,0.0,0.0,,2.1,2.8,0.765,0.9,2.7,3.6,1.2,0.3,0.6,1.7,2.2,10.1,12.2,0.513,22.2,0.7,-3.4,-0.2
John Long,1985-86,SG,DET,62.0,30.0,19.0,4.3,8.8,0.482,0.0,0.3,0.188,1.4,1.7,0.856,0.8,0.8,1.6,1.3,0.7,0.2,1.0,1.5,10.0,13.9,0.522,21.7,2.0,-1.3,0.2
Otis Thorpe,1985-86,PF,SAC,75.0,18.0,22.3,3.9,6.6,0.587,0.0,0.0,,2.2,3.3,0.661,1.8,3.8,5.6,1.1,0.5,0.5,1.6,3.1,9.9,14.4,0.617,17.5,3.8,-0.8,0.5
Sedale Threatt,1985-86,SG,PHI,70.0,27.0,25.1,4.4,9.8,0.453,0.0,0.3,0.042,1.1,1.3,0.833,0.3,1.4,1.7,2.8,1.3,0.1,1.5,2.2,9.9,11.1,0.481,18.9,2.1,-2.3,-0.2
Alton Lister,1985-86,C,MIL,81.0,19.0,22.4,3.9,7.1,0.551,0.0,0.0,0.0,2.0,3.3,0.602,2.5,4.9,7.3,1.2,0.6,1.8,2.0,3.7,9.8,16.4,0.573,18.9,5.5,1.1,1.4
Edgar Jones,1985-86,PF,CLE,53.0,6.0,19.1,3.5,7.0,0.505,0.1,0.4,0.304,2.5,3.4,0.742,1.3,2.6,3.9,0.8,0.6,0.7,1.2,2.7,9.7,15.8,0.572,20.7,2.6,0.5,0.6
Clint Richardson,1985-86,SG,IND,82.0,61.0,27.1,4.1,9.0,0.455,0.0,0.1,0.111,1.5,1.8,0.837,0.8,2.2,3.1,4.5,0.7,0.1,1.7,1.9,9.7,12.2,0.496,17.3,3.1,-1.0,0.6
Dave Corzine,1985-86,C,CHI,67.0,4.0,25.5,3.8,7.7,0.491,0.0,0.2,0.25,1.9,2.6,0.743,2.0,4.5,6.5,2.2,0.4,0.8,1.6,2.0,9.6,14.6,0.539,16.6,2.9,0.6,1.1
Charles Oakley,1985-86,PF,CHI,77.0,30.0,23.0,3.6,7.0,0.519,0.0,0.0,0.0,2.3,3.5,0.662,3.3,5.3,8.6,1.7,0.9,0.4,2.3,3.2,9.6,16.5,0.561,19.2,3.3,-0.4,0.7
Larry Smith,1985-86,PF,GSW,77.0,74.0,31.7,4.1,7.6,0.536,0.0,0.0,0.0,1.5,2.9,0.493,5.0,6.1,11.1,1.2,0.8,0.6,1.8,3.7,9.6,13.4,0.539,13.2,4.3,-2.1,-0.1
Mike Evans,1985-86,PG,DEN,81.0,1.0,17.1,3.8,8.8,0.425,0.5,2.2,0.222,1.6,1.8,0.846,0.4,0.9,1.2,2.2,0.8,0.0,1.5,2.0,9.5,12.4,0.495,25.1,1.1,-2.8,-0.3
Terry Tyler,1985-86,SF,SAC,71.0,52.0,23.3,4.2,9.1,0.455,0.0,0.0,0.0,1.2,1.6,0.75,1.5,2.9,4.4,1.3,0.9,1.5,1.3,2.2,9.5,13.3,0.483,19.4,1.9,-0.6,0.6
Joe Dumars,1985-86,SG,DET,82.0,45.0,23.9,3.5,7.3,0.481,0.1,0.2,0.313,2.3,2.9,0.798,0.7,0.7,1.5,4.8,0.8,0.1,1.9,2.4,9.4,12.9,0.548,17.2,3.2,-1.1,0.4
Brad Davis,1985-86,PG,DAL,82.0,43.0,24.0,3.3,6.1,0.532,0.4,1.1,0.36,2.4,2.8,0.868,0.3,1.5,1.8,5.7,0.7,0.2,1.3,2.1,9.3,16.9,0.634,14.7,6.2,1.5,1.8
Cliff Levingston,1985-86,PF,ATL,81.0,35.0,24.0,3.6,6.8,0.534,0.0,0.0,0.0,2.0,3.0,0.678,2.4,4.2,6.6,0.9,0.9,0.5,1.4,3.2,9.3,14.7,0.572,16.2,5.5,0.4,1.2
Ron Anderson,1985-86,SF,2TM,77.0,30.0,21.8,4.0,8.2,0.494,0.0,0.1,0.222,1.1,1.6,0.669,1.7,1.9,3.6,1.9,0.7,0.1,1.1,1.6,9.2,14.0,0.517,18.7,3.1,-0.1,0.8
Michael Cooper,1985-86,SG,LAL,82.0,15.0,27.7,3.3,7.4,0.452,0.8,2.0,0.387,1.8,2.1,0.865,0.5,2.4,3.0,5.7,1.1,0.5,1.8,2.9,9.2,13.5,0.557,14.8,5.8,1.8,2.2
Franklin Edwards,1985-86,PG,LAC,73.0,19.0,20.4,3.6,7.9,0.454,0.0,0.1,0.111,1.8,2.1,0.874,0.3,0.8,1.2,3.5,1.2,0.1,1.9,1.2,9.0,13.7,0.511,21.0,0.8,-1.8,0.1
Greg Ballard,1985-86,SF,GSW,75.0,14.0,23.9,3.6,7.6,0.477,0.2,0.5,0.486,1.3,1.7,0.802,1.8,3.8,5.6,1.1,0.9,0.1,0.7,2.3,8.8,13.4,0.529,14.9,3.6,-1.0,0.4
Junior Bridgeman,1985-86,SF,LAC,58.0,14.0,20.0,3.4,7.8,0.441,0.1,0.3,0.333,1.8,2.1,0.891,0.5,1.6,2.1,1.9,0.5,0.1,1.2,1.4,8.8,12.0,0.507,19.7,0.8,-3.0,-0.3
Tim McCormick,1985-86,C,SEA,77.0,42.0,22.1,3.3,5.8,0.57,0.0,0.0,0.5,2.3,3.2,0.713,1.8,3.4,5.2,1.1,0.2,0.4,1.4,2.8,8.8,13.9,0.618,16.2,4.6,-0.9,0.4
Steve Colter,1985-86,PG,POR,81.0,51.0,23.1,3.4,7.4,0.456,0.3,1.0,0.325,1.7,2.0,0.823,0.5,1.7,2.2,3.2,1.4,0.1,1.4,2.3,8.7,12.7,0.528,16.6,3.3,0.0,0.9
Darren Daye,1985-86,SF,WSB,64.0,4.0,16.8,3.1,6.2,0.496,0.0,0.0,0.333,2.5,3.7,0.671,1.1,1.8,2.9,1.7,0.7,0.2,1.5,1.9,8.7,16.4,0.552,23.4,2.4,0.5,0.7
Bob Hansen,1985-86,SG,UTA,82.0,82.0,24.8,3.6,7.7,0.476,0.2,0.6,0.34,1.2,1.6,0.72,1.0,2.0,3.0,2.4,0.9,0.1,1.5,2.5,8.7,10.1,0.517,16.2,2.5,-2.5,-0.3
James Donaldson,1985-86,C,2TM,83.0,78.0,32.3,3.1,5.5,0.558,0.0,0.0,,2.5,3.1,0.803,2.1,7.5,9.6,1.2,0.3,1.7,1.5,2.3,8.6,13.0,0.627,10.5,5.7,0.1,1.4
Ken Bannister,1985-86,PF,NYK,70.0,15.0,20.1,3.4,6.8,0.491,0.0,0.0,0.0,1.9,3.6,0.526,1.3,3.3,4.6,0.6,0.6,0.3,1.8,3.0,8.6,10.4,0.511,21.4,0.7,-4.3,-0.8
Earl Cureton,1985-86,PF,DET,80.0,19.0,25.2,3.6,7.1,0.505,0.0,0.0,0.0,1.5,2.6,0.555,2.5,3.8,6.3,1.7,0.7,0.7,1.9,3.0,8.6,11.7,0.523,15.7,2.6,-1.6,0.2
Kyle Macy,1985-86,PG,CHI,82.0,79.0,29.6,3.5,7.2,0.483,0.7,1.7,0.411,0.9,1.1,0.811,0.5,1.7,2.2,5.4,1.0,0.1,1.4,2.5,8.6,12.3,0.557,12.6,3.9,-0.5,0.9
Mark Eaton,1985-86,C,UTA,80.0,80.0,31.9,3.5,7.4,0.47,0.0,0.0,,1.5,2.5,0.604,2.2,6.3,8.4,1.3,0.4,4.6,2.0,3.5,8.5,12.2,0.499,13.2,4.0,0.1,1.4
Jerome Kersey,1985-86,SF,POR,79.0,2.0,15.4,3.3,5.9,0.549,0.0,0.1,0.0,2.0,2.9,0.681,1.7,2.0,3.7,1.1,1.1,0.4,1.4,2.6,8.5,18.5,0.589,22.2,3.6,1.1,0.9
Ed Pinckney,1985-86,SF,PHO,80.0,24.0,20.0,3.2,5.7,0.558,0.0,0.0,0.0,2.1,3.2,0.673,1.2,2.7,3.9,1.1,0.9,0.5,1.9,2.4,8.5,12.8,0.599,17.8,2.7,-1.4,0.2
Bernard Thompson,1985-86,SG,PHO,61.0,20.0,21.0,3.2,6.5,0.489,0.0,0.0,0.0,2.1,2.6,0.809,1.0,1.4,2.3,2.2,0.8,0.2,1.5,2.5,8.5,11.8,0.552,17.4,2.1,-1.9,0.0
Randy Breuer,1985-86,C,MIL,82.0,63.0,21.9,3.3,7.0,0.477,0.0,0.0,0.0,1.7,2.4,0.712,1.9,3.6,5.6,1.4,0.6,1.4,1.5,2.6,8.4,14.1,0.521,17.5,4.5,0.6,1.2
Jon Koncak,1985-86,C,ATL,82.0,15.0,20.7,3.2,6.3,0.507,0.0,0.0,0.0,1.9,3.1,0.607,2.1,3.6,5.7,0.7,0.5,0.8,1.4,3.6,8.3,13.0,0.539,17.9,3.7,-1.9,0.0
Mike McGee,1985-86,SF,LAL,71.0,19.0,17.1,3.5,7.7,0.463,0.6,1.6,0.36,0.6,0.9,0.656,0.7,1.3,2.0,1.2,0.7,0.1,1.0,1.8,8.3,12.4,0.513,21.3,1.9,-1.9,0.0
Jeff Lamp,1985-86,SF,2TM,74.0,2.0,17.9,3.3,6.9,0.477,0.1,0.4,0.233,1.5,1.8,0.835,0.7,2.0,2.7,1.6,0.5,0.1,0.9,2.1,8.2,13.2,0.531,19.5,3.0,-1.1,0.3
Danny Schayes,1985-86,C,DEN,80.0,13.0,20.7,2.8,5.5,0.502,0.0,0.0,0.0,2.7,3.5,0.777,1.9,3.6,5.5,1.0,0.5,0.8,1.3,3.7,8.2,13.4,0.585,15.5,4.6,-2.0,0.0
Darwin Cook,1985-86,PG,NJN,79.0,33.0,24.9,3.4,7.9,0.426,0.1,0.7,0.208,1.1,1.4,0.757,0.6,1.6,2.2,4.9,2.0,0.3,1.7,2.2,8.0,13.1,0.465,16.4,3.0,1.1,1.6
Scott Wedman,1985-86,SF,BOS,79.0,19.0,17.7,3.6,7.7,0.473,0.2,0.6,0.354,0.6,0.9,0.662,0.8,1.6,2.4,1.1,0.5,0.3,0.7,1.6,8.0,12.5,0.499,20.2,2.7,-1.4,0.2
Tony Campbell,1985-86,SF,DET,82.0,1.0,15.8,3.6,7.4,0.484,0.0,0.1,0.222,0.7,0.9,0.795,1.0,1.9,2.9,0.5,0.8,0.1,1.0,2.0,7.9,12.6,0.506,22.0,1.4,-2.7,-0.2
Dave Greenwood,1985-86,PF,SAS,68.0,24.0,28.1,2.9,5.7,0.51,0.0,0.0,0.0,2.1,2.7,0.772,2.2,5.6,7.8,1.3,0.5,0.8,1.7,3.0,7.9,11.1,0.574,12.3,3.4,-1.6,0.2
Allen Leavell,1985-86,PG,HOU,74.0,12.0,16.1,2.9,6.2,0.463,0.3,0.9,0.358,1.8,2.1,0.854,0.1,0.8,0.9,3.2,0.8,0.1,1.2,1.7,7.9,15.6,0.553,20.2,3.0,0.2,0.7
Leon Wood,1985-86,PG,2TM,68.0,1.0,17.6,2.7,6.9,0.395,0.6,1.7,0.36,1.8,2.3,0.794,0.4,1.0,1.3,2.7,0.5,0.0,1.1,1.0,7.8,13.3,0.498,21.0,1.9,-1.7,0.1
Mickey Johnson,1985-86,PF,NJN,79.0,4.0,19.9,2.7,6.4,0.422,0.1,0.3,0.208,2.3,2.9,0.785,1.2,3.0,4.2,2.7,0.8,0.3,2.1,3.1,7.8,11.8,0.505,19.6,1.8,-1.4,0.3
Paul Thompson,1985-86,SF,PHI,23.0,8.0,18.8,3.0,8.4,0.361,0.1,0.5,0.167,1.6,1.9,0.86,1.2,1.6,2.7,1.0,0.7,0.7,1.3,2.1,7.8,9.3,0.42,22.6,0.1,-3.9,-0.2
Spud Webb,1985-86,PG,ATL,79.0,8.0,15.6,2.5,5.2,0.483,0.0,0.1,0.182,2.7,3.5,0.785,0.3,1.2,1.6,4.3,1.0,0.1,2.0,2.1,7.8,18.5,0.578,23.0,3.5,2.9,1.5
Terry Catledge,1985-86,PF,PHI,64.0,7.0,17.1,3.2,6.7,0.469,0.0,0.1,0.0,1.4,2.2,0.647,1.7,2.6,4.3,0.3,0.5,0.1,1.1,2.0,7.7,12.6,0.502,20.7,1.7,-3.9,-0.5
Charles Davis,1985-86,SF,MIL,57.0,7.0,15.3,3.3,7.0,0.474,0.1,0.4,0.125,1.1,1.3,0.813,1.1,1.9,3.0,1.0,0.5,0.1,0.9,2.0,7.7,13.9,0.512,22.1,2.1,-1.7,0.1
Ricky Sobers,1985-86,SG,SEA,78.0,0.0,16.4,3.1,6.9,0.444,0.2,0.6,0.302,1.4,1.6,0.88,0.4,0.9,1.3,2.3,0.6,0.0,1.1,1.8,7.7,13.4,0.506,22.3,2.2,-1.3,0.2
John Stockton,1985-86,PG,UTA,82.0,38.0,23.6,2.8,5.7,0.489,0.0,0.2,0.133,2.1,2.5,0.839,0.4,1.8,2.2,7.4,1.9,0.1,2.0,2.8,7.7,17.0,0.566,15.1,5.9,2.4,2.1
Freeman Williams,1985-86,SG,WSB,9.0,0.0,12.2,2.8,7.4,0.373,0.8,1.6,0.5,1.3,1.9,0.706,0.4,0.9,1.3,0.8,0.8,0.1,1.4,1.1,7.7,12.5,0.463,33.2,-0.1,-2.1,0.0
Ray Williams,1985-86,PG,3TM,47.0,21.0,17.6,2.5,6.5,0.382,0.1,0.4,0.316,2.4,2.7,0.913,0.7,1.1,1.8,4.0,1.3,0.1,2.1,2.6,7.6,13.5,0.491,22.6,1.0,-0.8,0.3
Mark Olberding,1985-86,PF,SAC,81.0,64.0,26.6,2.8,5.0,0.558,0.0,0.0,0.0,2.0,2.6,0.771,1.4,3.8,5.2,3.3,0.5,0.3,1.8,3.4,7.6,11.2,0.618,12.1,3.9,-0.5,0.8
Bill Walton,1985-86,C,BOS,80.0,2.0,19.3,2.9,5.1,0.562,0.0,0.0,,1.8,2.5,0.713,1.7,5.1,6.8,2.1,0.5,1.3,1.9,2.6,7.6,17.0,0.606,17.3,5.0,3.0,2.0
Darnell Valentine,1985-86,PG,2TM,62.0,29.0,19.6,2.6,6.3,0.415,0.1,0.2,0.286,2.1,2.8,0.743,0.5,1.5,2.0,4.0,1.2,0.0,1.9,2.0,7.4,12.4,0.49,19.0,1.0,-1.7,0.1
Keith Lee,1985-86,PF,CLE,58.0,38.0,20.6,3.1,6.6,0.466,0.0,0.2,0.222,1.3,1.7,0.781,2.0,4.1,6.1,1.2,0.5,0.6,1.3,3.5,7.4,12.0,0.51,17.1,1.9,-2.6,-0.2
Jawann Oldham,1985-86,C,CHI,52.0,47.0,24.5,3.2,6.2,0.517,0.0,0.0,0.0,1.0,1.8,0.582,2.2,3.7,5.9,0.7,0.5,2.6,1.7,4.0,7.4,11.9,0.533,14.3,1.3,-1.7,0.1
Kelvin Ransey,1985-86,PG,NJN,79.0,15.0,19.0,2.9,6.4,0.457,0.0,0.3,0.125,1.5,1.9,0.818,0.4,1.0,1.5,3.2,0.6,0.1,1.4,1.6,7.4,11.8,0.514,18.1,2.0,-1.9,0.1
P̩tur Gu̡mundsson,1985-86,C,LAL,8.0,2.0,16.0,2.5,4.6,0.541,0.0,0.0,,2.3,3.4,0.667,2.1,2.6,4.8,0.4,0.4,0.5,1.4,3.1,7.3,13.9,0.593,18.9,0.3,-3.4,0.0
Dale Ellis,1985-86,SF,DAL,72.0,1.0,15.1,2.7,6.5,0.411,0.9,2.4,0.364,0.8,1.1,0.72,1.2,1.1,2.3,0.5,0.6,0.1,0.5,1.1,7.1,13.5,0.502,20.4,1.6,-0.9,0.3
Terry Porter,1985-86,PG,POR,79.0,3.0,15.4,2.7,5.7,0.474,0.2,0.5,0.31,1.6,2.0,0.806,0.4,1.0,1.5,2.5,1.0,0.0,1.3,1.7,7.1,14.8,0.545,20.2,2.3,0.3,0.7
Jon Sundvold,1985-86,PG,SAS,70.0,4.0,16.4,3.1,6.8,0.462,0.3,0.9,0.35,0.6,0.7,0.813,0.3,0.8,1.1,3.7,0.5,0.0,1.2,1.6,7.1,13.4,0.503,20.4,1.5,-1.9,0.0
Bobby Jones,1985-86,PF,PHI,70.0,42.0,21.7,2.7,4.8,0.559,0.0,0.0,0.0,1.6,2.1,0.786,0.7,1.7,2.4,1.8,0.7,0.7,1.3,2.3,7.0,11.8,0.612,13.0,3.2,0.4,0.9
Danny Young,1985-86,PG,SEA,82.0,29.0,23.2,2.8,5.5,0.506,0.3,0.9,0.324,1.1,1.3,0.849,0.4,1.1,1.5,3.7,1.3,0.1,1.1,1.4,6.9,13.7,0.573,12.9,4.8,1.9,1.9
Antoine Carr,1985-86,PF,ATL,17.0,0.0,15.2,2.9,5.5,0.527,0.0,0.0,,1.1,1.6,0.667,0.9,2.1,3.1,0.8,0.4,0.9,0.8,3.0,6.8,14.4,0.553,18.8,0.7,0.2,0.1
Mitchell Wiggins,1985-86,SG,HOU,78.0,0.0,15.4,2.8,6.3,0.454,0.0,0.2,0.083,1.1,1.5,0.729,1.1,0.9,2.0,1.3,0.8,0.1,0.8,2.0,6.8,12.6,0.491,19.7,2.0,-2.3,-0.1
Michael Cage,1985-86,PF,LAC,78.0,12.0,20.1,2.6,5.5,0.479,0.0,0.0,0.0,1.4,2.2,0.649,2.2,3.2,5.3,1.0,0.8,0.4,1.4,2.3,6.7,12.3,0.518,15.6,1.7,-2.4,-0.2
Terence Stansbury,1985-86,SG,IND,74.0,17.0,18.0,2.6,6.0,0.433,0.1,0.7,0.17,1.4,1.8,0.811,0.4,1.5,1.9,2.8,0.8,0.1,1.9,2.7,6.7,9.5,0.499,19.7,0.6,-3.4,-0.5
Michael Holton,1985-86,PG,2TM,28.0,0.0,18.3,2.8,6.3,0.44,0.0,0.4,0.083,1.0,1.6,0.636,0.4,0.8,1.2,2.0,0.9,0.0,1.0,1.7,6.5,10.1,0.471,17.5,0.2,-3.4,-0.2
Kent Benson,1985-86,C,DET,72.0,51.0,18.7,2.8,5.8,0.484,0.0,0.0,0.5,0.9,1.2,0.795,1.6,3.6,5.2,1.1,0.8,0.7,0.8,2.7,6.5,13.8,0.519,14.8,3.2,0.2,0.7
Jerry Sichting,1985-86,PG,BOS,82.0,7.0,19.5,2.9,5.0,0.57,0.1,0.2,0.375,0.7,0.8,0.924,0.3,0.9,1.3,2.3,0.6,0.0,0.9,1.4,6.5,11.9,0.609,13.2,4.2,-0.2,0.7
Kenny Fields,1985-86,SF,MIL,78.0,3.0,14.4,2.6,5.1,0.513,0.0,0.1,0.0,1.2,1.7,0.689,0.8,1.8,2.6,1.0,0.7,0.2,1.0,2.2,6.4,13.3,0.547,19.1,2.8,-0.2,0.5
A.C. Green,1985-86,PF,LAL,82.0,1.0,18.8,2.5,4.7,0.539,0.0,0.1,0.167,1.2,2.0,0.611,2.0,2.7,4.6,0.7,0.6,0.6,1.2,2.8,6.4,11.8,0.564,14.7,3.3,-1.6,0.2
Johnny Davis,1985-86,SG,2TM,66.0,7.0,15.4,2.2,5.2,0.43,0.0,0.2,0.231,1.8,2.1,0.855,0.1,0.7,0.8,3.3,0.6,0.1,1.2,1.2,6.3,13.8,0.515,19.5,1.7,-0.6,0.4
Bryan Warrick,1985-86,PG,2TM,36.0,5.0,19.0,2.4,5.1,0.467,0.1,0.3,0.25,1.5,1.9,0.794,0.3,1.6,1.9,3.2,0.8,0.1,1.5,2.2,6.3,11.1,0.536,15.9,1.0,-2.1,0.0
Sedric Toney,1985-86,PG,2TM,13.0,0.0,17.7,2.2,5.1,0.424,0.2,0.8,0.3,1.6,2.4,0.677,0.2,1.7,1.9,2.0,0.5,0.0,1.7,1.8,6.2,7.3,0.502,17.7,0.0,-5.6,-0.2
Mike Glenn,1985-86,SG,MIL,38.0,1.0,15.1,2.5,5.0,0.495,0.0,0.0,,1.2,1.3,0.959,0.1,1.4,1.5,1.0,0.2,0.1,0.5,1.1,6.2,12.0,0.555,16.1,1.5,-1.1,0.1
Jim Petersen,1985-86,PF,HOU,82.0,20.0,20.3,2.4,5.0,0.477,0.0,0.0,0.0,1.4,2.0,0.706,1.8,3.0,4.8,1.0,0.5,0.7,1.0,2.8,6.2,10.8,0.525,13.3,2.9,-2.2,-0.1
Detlef Schrempf,1985-86,SF,DAL,64.0,12.0,15.1,2.2,4.9,0.451,0.0,0.1,0.429,1.7,2.4,0.724,1.1,2.0,3.1,1.4,0.4,0.2,1.3,2.6,6.2,10.9,0.52,19.6,0.8,-3.8,-0.4
Bill Cartwright,1985-86,C,NYK,2.0,0.0,18.0,1.5,3.5,0.429,0.0,0.0,,3.0,5.0,0.6,1.0,4.0,5.0,2.5,0.5,0.5,3.0,3.0,6.0,8.9,0.526,20.2,0.0,-3.1,0.0
Mitch Kupchak,1985-86,PF,LAL,55.0,0.0,14.2,2.3,4.7,0.482,0.0,0.0,0.0,1.5,2.0,0.75,1.3,2.2,3.5,0.3,0.2,0.1,1.2,1.9,6.0,10.7,0.542,19.1,1.1,-4.7,-0.5
Kevin McKenna,1985-86,SG,WSB,30.0,1.0,14.3,2.0,5.5,0.367,0.9,2.5,0.36,0.8,1.0,0.833,0.3,0.9,1.2,0.8,1.0,0.1,0.6,1.8,5.8,10.9,0.485,19.2,0.7,-1.5,0.1
Tom McMillen,1985-86,C,WSB,56.0,1.0,15.4,2.3,5.1,0.46,0.0,0.1,0.0,1.1,1.4,0.81,0.8,1.2,2.0,0.6,0.2,0.2,0.6,1.5,5.8,10.4,0.51,17.1,1.2,-3.5,-0.3
Jamaal Wilkes,1985-86,SF,LAC,13.0,1.0,15.0,2.0,5.0,0.4,0.1,0.2,0.333,1.7,2.1,0.815,1.0,1.2,2.2,1.2,0.5,0.2,1.2,1.5,5.8,10.2,0.488,19.1,0.0,-3.4,-0.1
Chris McNealy,1985-86,PF,NYK,30.0,6.0,20.9,2.3,4.8,0.486,0.0,0.0,,1.0,1.6,0.66,2.1,4.7,6.8,1.4,1.3,0.4,1.2,2.9,5.7,13.7,0.519,13.3,1.6,0.1,0.3
Tree Rollins,1985-86,C,ATL,74.0,61.0,24.1,2.3,4.7,0.499,0.0,0.0,0.0,0.9,1.2,0.767,1.8,4.4,6.2,0.6,0.5,2.3,1.2,3.2,5.6,11.0,0.537,10.9,3.4,0.3,1.0
Dirk Minniefield,1985-86,PG,CLE,76.0,2.0,14.9,2.2,4.6,0.481,0.1,0.5,0.27,1.0,1.2,0.785,0.6,1.2,1.7,3.5,0.9,0.0,1.4,2.2,5.5,14.1,0.537,17.9,1.9,0.1,0.6
Kurt Rambis,1985-86,PF,LAL,74.0,74.0,21.3,2.2,3.6,0.595,0.0,0.0,,1.2,1.6,0.721,2.1,4.9,7.0,0.9,0.9,0.4,1.3,2.7,5.5,12.7,0.632,10.8,4.3,0.6,1.1
Peter Thibeaux,1985-86,SF,GSW,42.0,8.0,12.6,2.4,5.5,0.429,0.0,0.1,0.4,0.7,1.1,0.604,0.7,1.1,1.8,0.7,0.5,0.4,0.9,2.0,5.5,9.5,0.455,21.7,-0.2,-5.4,-0.5
Ernie Grunfeld,1985-86,SF,NYK,76.0,0.0,18.4,1.9,4.7,0.417,0.3,0.8,0.426,1.2,1.4,0.833,0.6,2.2,2.7,1.6,0.5,0.2,0.7,2.5,5.4,9.8,0.512,13.5,2.7,-1.2,0.3
John Paxson,1985-86,PG,CHI,75.0,3.0,20.9,2.0,4.4,0.466,0.2,0.7,0.3,1.0,1.2,0.804,0.2,1.0,1.3,3.7,0.7,0.0,0.8,2.3,5.3,10.5,0.536,11.2,2.2,-2.0,0.0
