Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
Shawn Marion,2005-06,PF,PHO,81.0,81.0,40.3,8.8,16.9,0.525,1.2,3.6,0.331,3.0,3.7,0.809,3.1,8.8,11.8,1.8,2.0,1.7,1.5,2.8,21.8,23.6,0.591,22.3,14.6,4.8,5.6
Mike Bibby,2005-06,PG,SAC,82.0,82.0,38.6,7.3,16.9,0.432,2.3,6.1,0.386,4.2,4.9,0.849,0.4,2.6,2.9,5.4,1.0,0.1,2.4,2.1,21.1,17.9,0.554,25.4,8.4,1.5,2.8
Antawn Jamison,2005-06,SF,WAS,82.0,80.0,40.1,8.0,18.2,0.442,1.8,4.5,0.394,2.6,3.6,0.731,2.0,7.3,9.3,1.9,1.1,0.1,1.7,2.3,20.5,17.7,0.518,23.9,8.2,1.2,2.7
Pau Gasol,2005-06,PF,MEM,80.0,80.0,39.2,7.5,14.9,0.503,0.0,0.2,0.25,5.3,7.7,0.689,2.4,6.5,8.9,4.6,0.6,1.9,2.9,2.3,20.4,22.7,0.555,26.4,12.0,5.5,6.0
Mike James,2005-06,PG,TOR,79.0,79.0,37.0,7.3,15.5,0.469,2.1,4.8,0.442,3.6,4.3,0.837,0.6,2.7,3.3,5.8,0.9,0.0,2.6,2.7,20.3,19.8,0.583,25.0,7.6,1.8,2.9
Joe Johnson,2005-06,SG,ATL,82.0,82.0,40.7,7.7,17.0,0.453,1.6,4.4,0.356,3.2,4.0,0.791,1.2,2.9,4.1,6.5,1.3,0.4,3.3,2.3,20.2,17.9,0.537,24.6,6.0,1.0,2.5
Chris Webber,2005-06,PF,PHI,75.0,75.0,38.6,8.2,19.0,0.434,0.3,1.0,0.273,3.5,4.6,0.756,2.5,7.4,9.9,3.4,1.4,0.8,2.4,2.9,20.2,18.4,0.482,27.7,4.4,-0.1,1.3
Richard Hamilton,2005-06,SG,DET,80.0,80.0,35.3,8.1,16.5,0.491,0.7,1.5,0.458,3.2,3.8,0.845,1.1,2.2,3.2,3.4,0.7,0.2,2.2,2.6,20.1,18.2,0.553,27.4,7.6,0.8,2.0
Rashard Lewis,2005-06,SF,SEA,78.0,77.0,36.9,6.9,14.8,0.467,1.8,4.7,0.384,4.5,5.5,0.818,1.4,3.6,5.0,2.3,1.3,0.6,1.8,2.4,20.1,20.0,0.585,23.1,8.3,2.7,3.4
Jermaine O'Neal,2005-06,PF,IND,51.0,47.0,35.3,7.5,15.8,0.472,0.1,0.2,0.3,5.1,7.2,0.709,2.0,7.3,9.3,2.6,0.5,2.3,3.0,3.5,20.1,20.4,0.53,28.9,4.9,2.3,2.0
Shaquille O'Neal,2005-06,C,MIA,59.0,58.0,30.6,8.1,13.6,0.6,0.0,0.0,,3.7,8.0,0.469,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0,24.4,0.586,30.0,6.2,2.7,2.1
Richard Jefferson,2005-06,SF,NJN,78.0,78.0,39.2,6.3,12.9,0.493,0.8,2.4,0.319,6.0,7.4,0.812,1.2,5.6,6.8,3.8,0.8,0.2,2.2,2.5,19.5,18.9,0.603,22.1,11.7,3.1,3.9
Ricky Davis,2005-06,SG,2TM,78.0,78.0,41.1,7.5,16.7,0.448,0.9,3.1,0.302,3.5,4.4,0.797,0.8,3.7,4.5,5.1,1.2,0.2,2.7,2.4,19.4,15.6,0.521,24.3,5.0,-0.4,1.3
Wally Szczerbiak,2005-06,SF,2TM,72.0,71.0,37.9,6.8,14.1,0.487,1.4,3.5,0.4,3.9,4.3,0.897,1.1,3.3,4.3,3.0,0.6,0.3,1.9,2.1,19.0,17.7,0.595,22.1,8.0,1.6,2.5
Tony Parker,2005-06,PG,SAS,80.0,80.0,33.9,7.8,14.2,0.548,0.1,0.5,0.306,3.2,4.5,0.707,0.5,2.8,3.3,5.8,1.0,0.1,3.1,2.0,18.9,20.8,0.584,27.1,9.6,2.8,3.3
Steve Nash,2005-06,PG,PHO,79.0,79.0,35.4,6.8,13.4,0.512,1.9,4.3,0.439,3.3,3.5,0.921,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,23.3,0.632,23.3,12.4,5.0,4.9
Tim Duncan,2005-06,PF,SAS,80.0,80.0,34.8,7.2,14.8,0.484,0.0,0.1,0.4,4.2,6.7,0.629,2.9,8.1,11.0,3.2,0.9,2.0,2.5,2.7,18.6,23.1,0.523,27.7,10.8,5.0,4.9
Al Harrington,2005-06,PF,ATL,76.0,76.0,36.6,7.3,16.1,0.452,0.9,2.5,0.346,3.2,4.6,0.694,1.7,5.1,6.9,3.1,1.1,0.2,2.6,4.0,18.6,16.0,0.513,25.6,3.8,-1.3,0.5
Chauncey Billups,2005-06,PG,DET,81.0,81.0,36.1,5.2,12.5,0.418,2.3,5.2,0.433,5.7,6.4,0.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.5,23.4,0.602,22.9,15.5,6.2,6.1
Peja StojakoviÄ,2005-06,SF,2TM,71.0,71.0,36.6,6.3,14.3,0.437,2.3,5.7,0.401,3.4,3.7,0.915,1.1,4.7,5.8,1.9,0.6,0.1,1.5,2.4,18.2,16.7,0.57,22.0,8.0,1.6,2.3
Mehmet Okur,2005-06,PF,UTA,82.0,82.0,35.9,6.3,13.8,0.46,1.0,2.9,0.342,4.3,5.5,0.78,2.6,6.5,9.1,2.4,0.5,0.9,2.0,3.5,18.0,19.0,0.554,23.5,9.3,1.6,2.7
Zach Randolph,2005-06,PF,POR,74.0,71.0,34.4,7.2,16.6,0.436,0.2,0.7,0.291,3.3,4.6,0.714,2.6,5.4,8.0,1.9,0.8,0.2,2.2,2.5,18.0,16.9,0.483,28.8,1.3,-2.0,0.0
Baron Davis,2005-06,PG,GSW,54.0,48.0,36.5,6.2,15.9,0.389,1.9,6.0,0.315,3.6,5.4,0.675,0.8,3.5,4.4,8.9,1.6,0.3,2.9,3.1,17.9,18.3,0.489,25.9,4.4,2.6,2.3
Corey Maggette,2005-06,SF,LAC,32.0,13.0,29.5,5.2,11.7,0.445,0.8,2.2,0.338,6.6,8.0,0.828,0.9,4.4,5.3,2.1,0.6,0.1,2.4,3.0,17.8,18.9,0.584,27.7,3.0,0.9,0.7
Metta World Peace,2005-06,SF,2TM,56.0,56.0,39.4,6.3,15.5,0.404,1.4,4.5,0.308,3.7,5.4,0.675,1.3,3.8,5.1,3.6,2.2,0.7,2.3,2.9,17.6,15.2,0.491,23.6,3.7,1.1,1.7
Caron Butler,2005-06,SF,WAS,75.0,54.0,36.1,6.6,14.5,0.455,0.5,1.6,0.342,3.9,4.4,0.87,1.5,4.7,6.2,2.5,1.7,0.2,2.3,3.2,17.6,17.0,0.535,23.2,6.3,0.6,1.7
Sam Cassell,2005-06,PG,LAC,78.0,75.0,34.0,6.3,14.3,0.443,0.9,2.4,0.368,3.7,4.3,0.863,0.5,3.2,3.7,6.3,0.9,0.1,2.2,2.9,17.2,18.5,0.534,25.0,7.6,1.6,2.4
Jason Terry,2005-06,PG,DAL,80.0,80.0,35.0,6.5,13.7,0.47,2.1,5.2,0.411,2.1,2.6,0.8,0.4,1.6,2.0,3.8,1.3,0.3,1.7,2.5,17.1,18.4,0.575,22.2,9.6,3.3,3.7
David West,2005-06,PF,NOK,74.0,74.0,34.1,7.2,14.0,0.512,0.0,0.1,0.273,2.7,3.2,0.843,2.3,5.1,7.4,1.2,0.8,0.9,1.4,2.9,17.1,19.7,0.554,23.0,7.4,1.4,2.2
Ben Gordon,2005-06,SG,CHI,80.0,47.0,31.0,6.1,14.4,0.422,2.1,4.8,0.435,2.6,3.4,0.787,0.5,2.2,2.7,3.0,0.9,0.1,2.3,3.0,16.9,14.5,0.531,26.3,4.4,0.5,1.6
Morris Peterson,2005-06,SG,TOR,82.0,77.0,38.3,5.8,13.4,0.436,2.2,5.5,0.395,2.9,3.6,0.82,0.8,3.9,4.6,2.3,1.3,0.2,1.5,2.7,16.8,15.3,0.561,19.9,5.9,0.4,1.9
Stephen Jackson,2005-06,SG,IND,81.0,81.0,35.9,5.8,14.2,0.411,1.4,4.2,0.345,3.3,4.2,0.786,0.6,3.3,3.9,2.8,1.3,0.5,2.5,2.4,16.4,13.6,0.512,24.0,4.4,-0.1,1.4
Carlos Boozer,2005-06,PF,UTA,33.0,19.0,31.1,6.6,12.1,0.549,0.0,0.0,,3.0,4.2,0.723,2.2,6.4,8.6,2.7,0.9,0.2,2.1,3.2,16.3,21.4,0.585,23.9,3.5,2.1,1.1
Stephon Marbury,2005-06,PG,NYK,60.0,60.0,36.6,5.8,12.9,0.451,0.6,1.7,0.317,4.1,5.4,0.755,0.4,2.5,2.9,6.4,1.1,0.1,2.6,2.4,16.3,16.4,0.532,22.2,3.9,0.1,1.1
Chris Paul,2005-06,PG,NOK,78.0,78.0,36.0,5.2,12.1,0.43,0.6,2.3,0.282,5.1,6.0,0.847,0.8,4.3,5.1,7.8,2.2,0.1,2.3,2.8,16.1,22.1,0.546,22.2,10.4,5.2,5.1
Kirk Hinrich,2005-06,PG,CHI,81.0,81.0,36.5,5.6,13.3,0.418,1.6,4.2,0.37,3.2,3.9,0.815,0.4,3.2,3.6,6.3,1.2,0.3,2.3,3.1,15.9,15.5,0.528,21.4,7.6,1.8,2.8
Dwight Howard,2005-06,PF,ORL,82.0,81.0,36.8,5.7,10.7,0.531,0.0,0.0,0.0,4.3,7.3,0.595,3.5,9.0,12.5,1.5,0.8,1.4,2.6,3.4,15.8,19.3,0.565,21.3,8.6,1.0,2.3
Josh Howard,2005-06,SF,DAL,59.0,58.0,32.5,5.9,12.6,0.471,0.5,1.1,0.429,3.3,4.5,0.734,2.1,4.2,6.3,1.9,1.2,0.4,1.3,2.8,15.6,19.3,0.536,22.9,6.7,2.2,2.0
Zydrunas Ilgauskas,2005-06,C,CLE,78.0,78.0,29.3,5.8,11.4,0.506,0.0,0.1,0.0,4.1,4.9,0.834,3.1,4.4,7.6,1.2,0.5,1.7,2.0,3.6,15.6,21.9,0.576,24.6,8.7,1.6,2.1
Larry Hughes,2005-06,SG,CLE,36.0,31.0,35.6,5.3,13.0,0.409,0.8,2.1,0.368,4.1,5.4,0.756,0.7,3.8,4.5,3.6,1.5,0.6,2.8,3.3,15.5,14.0,0.504,23.6,1.8,-1.3,0.2
Andrei Kirilenko,2005-06,SF,UTA,69.0,63.0,37.7,4.9,10.6,0.46,0.5,1.7,0.308,5.0,7.2,0.699,2.3,5.7,8.0,4.3,1.5,3.2,2.9,2.3,15.3,20.7,0.556,20.5,7.9,6.6,5.6
Gerald Wallace,2005-06,SF,CHA,55.0,52.0,34.5,5.8,10.7,0.538,0.3,0.9,0.28,3.4,5.6,0.614,2.2,5.3,7.5,1.7,2.5,2.1,1.8,2.7,15.2,21.3,0.578,19.3,6.4,4.9,3.2
Manu GinÃ³bili,2005-06,SG,SAS,65.0,56.0,27.9,4.8,10.3,0.462,1.3,3.3,0.382,4.3,5.5,0.778,0.6,2.9,3.5,3.6,1.6,0.4,1.9,2.4,15.1,22.4,0.593,25.0,8.8,6.8,4.1
Grant Hill,2005-06,SF,ORL,21.0,17.0,29.2,5.7,11.6,0.49,0.1,0.4,0.25,3.7,4.9,0.765,0.7,3.1,3.8,2.3,1.1,0.3,1.7,2.4,15.1,19.0,0.552,24.9,1.7,1.5,0.5
Rasheed Wallace,2005-06,PF,DET,80.0,80.0,34.8,5.7,13.3,0.43,1.9,5.4,0.357,1.7,2.3,0.743,1.1,5.7,6.8,2.3,1.0,1.6,1.1,2.9,15.1,17.6,0.527,21.1,8.9,3.7,4.0
Brad Miller,2005-06,C,SAC,79.0,79.0,37.0,5.5,11.1,0.495,0.4,1.1,0.386,3.5,4.3,0.828,1.5,6.2,7.8,4.7,0.8,0.8,2.3,3.0,15.0,17.5,0.576,18.9,9.1,2.5,3.3
Hedo TÃ¼rkoÄlu,2005-06,SF,ORL,78.0,59.0,33.5,5.1,11.2,0.454,1.5,3.6,0.403,3.3,3.8,0.861,0.9,3.4,4.3,2.8,0.9,0.3,1.7,3.0,14.9,16.7,0.578,20.6,7.6,2.0,2.5
Cuttino Mobley,2005-06,SG,LAC,79.0,74.0,37.7,5.4,12.8,0.426,1.1,3.1,0.339,2.9,3.5,0.839,0.6,3.7,4.3,3.0,1.2,0.5,1.8,2.6,14.8,13.1,0.519,19.8,5.3,-0.2,1.3
Lamar Odom,2005-06,PF,LAL,80.0,80.0,40.3,5.6,11.6,0.481,1.0,2.7,0.372,2.7,3.9,0.69,2.3,7.0,9.2,5.5,0.9,0.8,2.7,3.2,14.8,17.0,0.558,18.1,9.2,2.7,3.9
Raja Bell,2005-06,SG,PHO,79.0,79.0,37.5,5.4,11.8,0.457,2.5,5.6,0.442,1.5,1.8,0.788,0.6,2.6,3.2,2.6,1.0,0.3,1.1,3.1,14.7,12.9,0.584,16.4,6.8,0.2,1.6
Jameer Nelson,2005-06,PG,ORL,62.0,33.0,28.8,5.6,11.6,0.483,1.1,2.7,0.424,2.3,2.9,0.779,0.6,2.3,2.9,4.9,1.1,0.1,2.4,2.8,14.6,19.5,0.567,25.1,4.9,2.0,1.8
Steve Francis,2005-06,SG,2TM,70.0,60.0,34.2,4.8,10.9,0.435,0.4,1.2,0.301,4.5,5.7,0.787,1.1,3.1,4.1,4.9,1.1,0.2,3.1,2.9,14.4,15.2,0.534,22.6,3.6,0.0,1.2
Jamal Crawford,2005-06,SG,NYK,79.0,27.0,32.3,4.6,11.1,0.416,1.3,3.7,0.345,3.7,4.5,0.826,0.5,2.7,3.1,3.8,1.1,0.2,2.2,1.9,14.3,15.5,0.544,21.5,4.5,0.5,1.6
Luol Deng,2005-06,SF,CHI,78.0,56.0,33.4,5.7,12.2,0.463,0.3,1.0,0.269,2.7,3.5,0.75,1.6,5.0,6.6,1.9,0.9,0.6,1.3,1.6,14.3,15.8,0.517,20.4,6.5,1.6,2.4
Tayshaun Prince,2005-06,SF,DET,82.0,82.0,35.3,5.5,12.2,0.455,0.8,2.2,0.35,2.2,2.9,0.765,1.3,3.0,4.2,2.3,0.8,0.5,1.1,1.2,14.1,14.8,0.524,19.6,7.0,0.3,1.7
Darius Miles,2005-06,SF,POR,40.0,23.0,32.2,5.9,12.8,0.461,0.1,0.3,0.2,2.2,4.1,0.534,0.6,4.0,4.6,1.8,1.1,1.0,2.5,2.5,14.0,12.5,0.48,25.1,-1.0,-3.4,-0.4
Troy Murphy,2005-06,PF,GSW,74.0,74.0,34.0,4.9,11.3,0.433,0.8,2.4,0.32,3.4,4.3,0.787,2.6,7.4,10.0,1.4,0.6,0.4,1.5,2.6,14.0,15.9,0.529,19.2,6.5,-0.3,1.1
Andre Miller,2005-06,PG,DEN,82.0,82.0,35.8,4.9,10.6,0.463,0.1,0.3,0.185,3.8,5.2,0.738,1.1,3.2,4.3,8.2,1.3,0.2,3.1,2.6,13.7,16.4,0.532,20.0,6.2,0.2,1.7
Mike Miller,2005-06,SG,MEM,74.0,9.0,30.6,4.8,10.3,0.466,1.9,4.6,0.407,2.3,2.8,0.8,0.6,4.8,5.4,2.7,0.7,0.4,1.9,2.3,13.7,17.2,0.595,21.3,7.4,3.0,2.9
Eddy Curry,2005-06,C,NYK,72.0,69.0,25.9,4.7,8.3,0.563,0.0,0.0,,4.3,6.8,0.632,2.0,4.0,6.0,0.3,0.4,0.8,2.5,3.3,13.6,17.0,0.604,24.1,3.3,-2.1,0.0
Bonzi Wells,2005-06,SG,SAC,52.0,41.0,32.4,5.5,11.8,0.463,0.2,0.9,0.222,2.5,3.7,0.679,2.7,5.0,7.7,2.8,1.8,0.5,2.4,3.0,13.6,16.6,0.507,22.4,3.4,0.4,1.0
Nenad KrstiÄ,2005-06,PF,NJN,80.0,80.0,30.9,5.6,11.0,0.507,0.0,0.1,0.25,2.3,3.3,0.698,2.3,4.1,6.4,1.1,0.4,0.8,1.7,3.7,13.5,14.4,0.541,21.6,5.4,-2.2,-0.1
Bobby Simmons,2005-06,SF,MIL,75.0,74.0,33.8,4.9,10.8,0.453,1.4,3.3,0.42,2.2,2.7,0.825,1.2,3.2,4.4,2.3,1.1,0.3,1.6,3.4,13.4,13.8,0.559,18.3,5.3,0.3,1.5
Boris Diaw,2005-06,PF,PHO,81.0,70.0,35.5,5.5,10.5,0.526,0.1,0.4,0.267,2.1,2.9,0.731,2.0,4.9,6.9,6.2,0.7,1.0,2.3,3.2,13.3,17.3,0.564,17.9,8.9,2.8,3.5
Derek Fisher,2005-06,PG,GSW,82.0,36.0,31.6,4.4,10.8,0.41,1.4,3.6,0.397,3.0,3.6,0.833,0.4,2.1,2.6,4.3,1.5,0.1,1.9,2.9,13.3,14.8,0.536,20.2,5.8,0.4,1.6
Jason Kidd,2005-06,PG,NJN,80.0,80.0,37.2,4.6,11.3,0.404,1.7,4.9,0.352,2.4,3.1,0.795,1.1,6.2,7.3,8.4,1.9,0.4,2.4,2.0,13.3,19.2,0.526,19.1,10.1,5.4,5.5
Emeka Okafor,2005-06,PF,CHA,26.0,25.0,33.6,5.0,12.2,0.415,0.0,0.0,,3.2,4.8,0.656,3.6,6.4,10.0,1.2,0.8,1.9,2.0,3.4,13.2,14.9,0.464,21.5,1.0,-2.1,0.0
Leandro Barbosa,2005-06,SG,PHO,57.0,11.0,27.9,4.8,9.9,0.481,1.5,3.4,0.444,1.9,2.6,0.755,0.5,2.1,2.6,2.8,0.8,0.1,1.6,2.5,13.1,15.1,0.589,20.3,3.8,-0.1,0.8
AndrÃ©s Nocioni,2005-06,PF,CHI,82.0,43.0,27.3,4.7,10.1,0.461,1.1,2.9,0.391,2.5,3.0,0.843,1.1,5.0,6.1,1.4,0.5,0.6,1.5,3.1,13.0,16.1,0.567,21.3,6.7,1.7,2.1
Jerry Stackhouse,2005-06,SG,DAL,55.0,11.0,27.7,4.4,11.0,0.401,0.7,2.4,0.277,3.5,4.0,0.882,0.6,2.2,2.8,2.9,0.7,0.2,2.2,1.7,13.0,14.5,0.511,25.2,2.4,-1.5,0.2
Charlie Villanueva,2005-06,PF,TOR,81.0,36.0,29.1,5.4,11.6,0.463,0.9,2.6,0.327,1.4,2.0,0.706,2.2,4.2,6.4,1.1,0.7,0.8,1.2,3.0,13.0,16.4,0.521,21.7,3.9,-0.9,0.6
Kenyon Martin,2005-06,PF,DEN,56.0,49.0,27.6,5.3,10.7,0.495,0.1,0.4,0.227,2.2,3.0,0.712,1.7,4.6,6.3,1.4,0.8,0.9,1.3,3.1,12.9,16.7,0.533,21.6,3.8,0.1,0.8
Marcus Camby,2005-06,C,DEN,56.0,54.0,33.2,5.4,11.6,0.465,0.0,0.2,0.091,2.0,2.8,0.712,2.4,9.6,11.9,2.1,1.4,3.3,1.6,2.8,12.8,19.9,0.499,19.5,5.5,3.5,2.6
Earl Boykins,2005-06,PG,DEN,60.0,0.0,25.7,4.5,11.0,0.41,1.0,3.0,0.346,2.5,2.9,0.874,0.4,1.0,1.4,3.8,0.8,0.1,1.4,1.2,12.6,15.7,0.513,23.8,2.9,0.0,0.7
Brevin Knight,2005-06,PG,CHA,69.0,67.0,34.1,4.5,11.2,0.399,0.0,0.2,0.231,3.7,4.6,0.803,0.5,2.7,3.2,8.8,2.3,0.1,2.4,2.9,12.6,17.3,0.478,20.3,4.9,1.4,2.0
Matt Harpring,2005-06,SF,UTA,71.0,32.0,27.4,4.5,9.5,0.475,0.2,0.5,0.359,3.2,4.4,0.725,2.2,3.0,5.2,1.4,0.8,0.2,1.5,2.8,12.5,16.3,0.542,22.0,4.7,-0.6,0.7
PrimoÅ¾ Brezec,2005-06,C,CHA,79.0,79.0,27.4,5.2,10.0,0.517,0.0,0.0,0.0,2.1,2.8,0.732,2.3,3.3,5.6,0.6,0.2,0.4,1.1,2.9,12.4,15.3,0.552,20.0,4.6,-2.4,-0.2
Jalen Rose,2005-06,SG,2TM,72.0,45.0,27.5,4.0,9.5,0.423,0.8,2.4,0.343,3.4,4.4,0.78,0.4,2.5,2.9,2.5,0.4,0.2,1.6,2.2,12.3,13.9,0.538,21.8,2.5,-1.5,0.2
Shareef Abdur-Rahim,2005-06,PF,SAC,72.0,30.0,27.2,4.6,8.8,0.525,0.1,0.3,0.227,3.0,3.9,0.784,1.5,3.5,5.0,2.1,0.7,0.6,1.5,3.2,12.3,17.2,0.588,20.1,6.2,0.9,1.4
Speedy Claxton,2005-06,PG,NOK,71.0,3.0,28.4,4.3,10.4,0.413,0.2,0.9,0.27,3.5,4.5,0.769,0.5,2.2,2.7,4.8,1.5,0.1,2.2,2.5,12.3,16.1,0.497,23.8,3.0,0.1,1.1
Juan Dixon,2005-06,SG,POR,76.0,42.0,25.3,4.7,10.8,0.435,0.9,2.2,0.382,2.1,2.6,0.804,0.4,1.9,2.3,2.0,0.8,0.1,1.5,2.1,12.3,14.6,0.516,25.2,1.2,-1.9,0.0
Channing Frye,2005-06,C,NYK,65.0,14.0,24.2,4.7,9.8,0.477,0.0,0.1,0.333,2.9,3.5,0.825,2.1,3.6,5.8,0.8,0.5,0.7,1.5,3.1,12.3,18.1,0.541,24.2,3.5,-0.7,0.5
Andre Iguodala,2005-06,SF,PHI,82.0,82.0,37.6,4.2,8.4,0.5,0.7,1.9,0.354,3.2,4.3,0.754,1.4,4.4,5.9,3.1,1.6,0.3,1.9,2.4,12.3,14.8,0.598,14.7,7.5,0.6,2.0
Jason Williams,2005-06,PG,MIA,59.0,56.0,31.8,4.5,10.3,0.442,1.8,4.9,0.372,1.4,1.7,0.867,0.1,2.3,2.4,4.9,0.9,0.1,1.7,1.7,12.3,15.0,0.561,18.5,4.8,1.1,1.5
T.J. Ford,2005-06,PG,MIL,72.0,70.0,35.5,4.6,11.0,0.416,0.5,1.4,0.337,2.6,3.4,0.754,0.9,3.4,4.3,6.6,1.4,0.1,3.0,2.7,12.2,13.1,0.489,20.0,2.5,-1.2,0.5
Antoine Walker,2005-06,PF,MIA,82.0,19.0,26.8,4.8,11.0,0.435,1.7,4.7,0.358,1.0,1.6,0.628,1.3,3.9,5.1,2.0,0.6,0.4,1.8,2.3,12.2,14.4,0.524,23.2,3.6,0.4,1.3
Ruben Patterson,2005-06,SG,2TM,71.0,22.0,25.2,4.6,8.9,0.515,0.0,0.2,0.077,2.9,4.8,0.601,1.7,1.8,3.4,1.8,1.1,0.3,2.1,2.1,12.1,16.4,0.547,24.1,2.1,-0.5,0.7
Rafer Alston,2005-06,PG,HOU,63.0,63.0,38.6,4.4,11.7,0.379,1.6,5.0,0.327,1.6,2.3,0.692,0.6,3.5,4.0,6.7,1.6,0.2,2.5,3.1,12.1,12.6,0.475,18.8,3.4,-0.4,1.0
Mo Williams,2005-06,PG,MIL,58.0,12.0,26.4,4.6,10.8,0.424,1.3,3.3,0.382,1.7,1.9,0.85,0.5,1.9,2.5,4.0,0.9,0.1,1.8,2.5,12.1,15.0,0.518,23.4,2.5,0.0,0.8
Raymond Felton,2005-06,PG,CHA,80.0,54.0,30.1,4.3,11.0,0.391,1.2,3.4,0.358,2.0,2.8,0.725,1.0,2.4,3.3,5.6,1.3,0.1,2.3,2.3,11.9,14.2,0.483,21.4,2.6,-0.6,0.8
