Player,Season,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,WS,BPM,VORP
Jaylen Brown,2019-20,SG,BOS,57.0,57.0,33.9,7.5,15.6,0.481,2.3,5.9,0.382,3.1,4.3,0.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3,16.9,0.583,24.7,4.9,0.8,1.4
Bojan BogdanoviÄ,2019-20,SF,UTA,63.0,63.0,33.1,6.6,14.8,0.447,3.0,7.3,0.414,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,15.6,0.603,25.5,4.2,0.1,1.1
Jimmy Butler,2019-20,SF,MIA,58.0,58.0,33.8,5.9,13.1,0.455,0.5,2.1,0.244,7.6,9.1,0.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9,23.6,0.585,25.1,9.0,5.4,3.7
Nikola JokiÄ,2019-20,C,DEN,73.0,73.0,32.0,7.7,14.7,0.528,1.1,3.5,0.314,3.4,4.1,0.817,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0,19.9,24.9,0.605,26.6,9.8,7.4,5.5
T.J. Warren,2019-20,SF,IND,67.0,67.0,32.9,8.0,14.9,0.536,1.4,3.4,0.403,2.5,3.0,0.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,18.4,0.61,23.3,6.5,1.1,1.7
Tobias Harris,2019-20,PF,PHI,72.0,72.0,34.3,7.7,16.3,0.471,1.8,5.0,0.367,2.4,3.0,0.806,1.0,5.9,6.9,3.2,0.7,0.6,1.4,2.3,19.6,17.2,0.556,23.9,6.2,0.8,1.8
Nikola VuÄeviÄ,2019-20,C,ORL,62.0,62.0,32.2,8.0,16.7,0.477,1.6,4.7,0.339,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,21.9,0.549,25.8,6.4,4.2,3.1
Julius Randle,2019-20,PF,NYK,64.0,64.0,32.5,7.2,15.7,0.46,1.0,3.6,0.277,4.0,5.5,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5,17.5,0.538,27.6,2.7,-0.3,0.9
Kyle Lowry,2019-20,PG,TOR,58.0,58.0,36.2,5.8,13.8,0.416,2.8,8.0,0.352,5.1,5.9,0.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3,19.4,17.7,0.59,23.1,7.5,3.2,2.8
Buddy Hield,2019-20,SG,SAC,72.0,44.0,30.8,6.9,16.1,0.429,3.8,9.6,0.394,1.6,1.9,0.846,0.8,3.8,4.6,3.0,0.9,0.2,2.3,2.3,19.2,16.0,0.566,27.2,3.0,1.1,1.7
Jrue Holiday,2019-20,SG,NOP,61.0,61.0,34.7,7.5,16.5,0.455,2.0,5.7,0.353,2.1,3.0,0.709,1.3,3.5,4.8,6.7,1.6,0.8,3.0,2.4,19.1,17.0,0.537,24.5,3.9,1.8,2.0
Shai Gilgeous-Alexander,2019-20,SG,OKC,70.0,70.0,34.7,6.8,14.5,0.471,1.2,3.6,0.347,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,19.0,17.7,0.568,23.7,6.1,1.7,2.2
LaMarcus Aldridge,2019-20,C,SAS,53.0,53.0,33.1,7.4,15.0,0.493,1.2,3.0,0.389,3.0,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9,19.7,0.571,23.4,4.5,1.4,1.5
Dennis SchrÃ¶der,2019-20,PG,OKC,65.0,2.0,30.8,7.0,14.8,0.469,1.9,5.0,0.385,3.0,3.6,0.839,0.3,3.3,3.6,4.0,0.7,0.2,2.6,2.2,18.9,16.7,0.575,27.2,3.6,-0.1,1.0
Danilo Gallinari,2019-20,PF,OKC,62.0,62.0,29.6,5.8,13.2,0.438,2.9,7.1,0.405,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7,19.5,0.612,24.6,6.3,3.3,2.4
Caris LeVert,2019-20,SG,BRK,45.0,31.0,29.6,6.9,16.3,0.425,1.8,4.9,0.364,3.1,4.4,0.711,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8,18.7,16.1,0.514,29.5,1.5,-0.3,0.5
Kelly Oubre Jr.,2019-20,SF,PHO,56.0,55.0,34.5,6.7,14.8,0.452,1.9,5.5,0.352,3.4,4.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7,14.9,0.56,22.4,3.8,-0.5,0.7
Montrezl Harrell,2019-20,C,LAC,63.0,2.0,27.8,7.5,12.9,0.58,0.0,0.3,0.0,3.7,5.6,0.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,18.6,23.2,0.607,25.7,7.0,2.9,2.2
Evan Fournier,2019-20,SF,ORL,66.0,66.0,31.5,6.6,14.1,0.467,2.6,6.6,0.399,2.7,3.3,0.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4,18.5,16.4,0.595,23.9,4.6,1.0,1.6
Jamal Murray,2019-20,PG,DEN,59.0,59.0,32.3,6.9,15.2,0.456,1.9,5.5,0.346,2.8,3.1,0.881,0.8,3.2,4.0,4.8,1.1,0.3,2.2,1.7,18.5,17.7,0.559,25.2,4.3,1.2,1.5
Domantas Sabonis,2019-20,PF,IND,62.0,62.0,34.8,7.4,13.7,0.54,0.3,1.1,0.254,3.5,4.8,0.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5,20.7,0.586,23.3,7.5,3.2,2.9
Deandre Ayton,2019-20,C,PHO,38.0,32.0,32.5,8.2,14.9,0.546,0.1,0.3,0.231,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,18.2,20.0,0.568,23.7,3.1,0.4,0.7
Devonte' Graham,2019-20,PG,CHO,63.0,53.0,35.1,5.8,15.3,0.382,3.5,9.3,0.373,3.0,3.7,0.82,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2,15.8,0.537,24.8,3.4,0.5,1.4
Lou Williams,2019-20,PG,LAC,65.0,8.0,28.7,6.0,14.4,0.418,1.7,4.8,0.352,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2,17.3,0.546,28.4,4.1,0.7,1.3
Derrick Rose,2019-20,PG,DET,50.0,15.0,26.0,7.4,15.1,0.49,0.9,2.9,0.306,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1,21.0,0.555,31.6,2.5,2.2,1.4
Terry Rozier,2019-20,PG,CHO,63.0,63.0,34.3,6.3,14.9,0.423,2.7,6.7,0.407,2.6,3.0,0.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0,14.8,0.553,23.7,3.0,-0.4,0.8
Ja Morant,2019-20,PG,MEM,67.0,67.0,31.0,6.7,14.0,0.477,0.9,2.7,0.335,3.6,4.6,0.776,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8,17.4,0.556,25.9,3.8,0.3,1.2
Andre Drummond,2019-20,C,2TM,57.0,56.0,33.0,7.3,13.8,0.533,0.1,0.6,0.143,3.0,5.2,0.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5,17.7,22.0,0.553,25.9,4.2,0.9,1.4
Kevin Love,2019-20,PF,CLE,56.0,56.0,31.8,5.8,13.0,0.45,2.6,7.0,0.374,3.3,3.9,0.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6,17.9,0.599,23.1,3.8,2.0,1.8
Jusuf NurkiÄ,2019-20,C,POR,8.0,8.0,31.6,6.8,13.6,0.495,0.3,1.3,0.2,3.9,4.4,0.886,2.9,7.4,10.3,4.0,1.4,2.0,2.4,4.9,17.6,22.6,0.567,24.0,0.9,2.0,0.2
Chris Paul,2019-20,PG,OKC,70.0,70.0,31.5,6.2,12.7,0.489,1.6,4.3,0.365,3.6,4.0,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3,17.6,21.7,0.61,23.3,8.9,4.4,3.5
Fred VanVleet,2019-20,SG,TOR,54.0,54.0,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6,16.3,0.553,21.7,5.8,2.7,2.3
Gordon Hayward,2019-20,SF,BOS,52.0,52.0,33.5,6.7,13.5,0.5,1.6,4.3,0.383,2.4,2.8,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8,17.5,18.1,0.595,21.1,5.7,2.7,2.0
Jaren Jackson Jr.,2019-20,C,MEM,57.0,57.0,28.5,6.2,13.2,0.469,2.5,6.5,0.394,2.4,3.3,0.747,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1,17.4,16.3,0.593,24.0,3.5,0.4,1.0
Marcus Morris,2019-20,PF,2TM,62.0,62.0,31.2,5.7,13.1,0.438,2.3,5.6,0.408,2.9,3.5,0.823,1.0,4.1,5.0,1.4,0.8,0.5,1.6,2.9,16.7,14.3,0.57,21.9,3.6,-0.1,0.9
Malcolm Brogdon,2019-20,PG,IND,54.0,54.0,30.9,6.0,13.8,0.438,1.4,4.3,0.326,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5,17.7,0.541,25.2,4.0,1.8,1.6
Ben Simmons,2019-20,PG,PHI,57.0,57.0,35.4,6.6,11.4,0.58,0.0,0.1,0.286,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4,20.4,0.602,20.9,6.9,3.6,2.8
Dillon Brooks,2019-20,SG,MEM,73.0,73.0,28.9,6.0,14.6,0.407,2.0,5.6,0.358,2.2,2.8,0.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2,11.3,0.51,25.2,1.2,-4.1,-1.1
Goran DragiÄ,2019-20,PG,MIA,59.0,3.0,28.2,5.4,12.3,0.441,2.1,5.7,0.367,3.2,4.2,0.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1,16.2,16.3,0.573,25.9,3.5,-0.1,0.8
Norman Powell,2019-20,SG,TOR,52.0,26.0,28.4,5.7,11.5,0.495,2.1,5.3,0.399,2.5,2.9,0.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1,16.0,16.8,0.624,21.5,4.6,2.0,1.5
Bam Adebayo,2019-20,PF,MIA,72.0,72.0,33.6,6.1,11.0,0.557,0.0,0.2,0.143,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9,20.3,0.598,21.2,8.5,3.4,3.3
Tim Hardaway Jr.,2019-20,SG,DAL,71.0,58.0,29.5,5.4,12.5,0.434,2.9,7.2,0.398,2.1,2.6,0.819,0.4,2.9,3.3,1.9,0.6,0.1,1.0,1.8,15.8,14.5,0.581,21.1,4.4,-0.1,1.0
Luke Kennard,2019-20,SG,DET,28.0,25.0,32.9,5.4,12.2,0.442,2.6,6.5,0.399,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,14.4,0.589,19.8,1.9,-0.3,0.4
Blake Griffin,2019-20,PF,DET,18.0,18.0,28.4,4.9,13.9,0.352,1.5,6.2,0.243,4.2,5.4,0.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,11.9,0.476,28.4,-0.1,-4.3,-0.3
Hassan Whiteside,2019-20,C,POR,67.0,61.0,30.0,6.5,10.5,0.621,0.1,0.1,0.571,2.4,3.6,0.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5,25.0,0.644,19.6,8.5,3.2,2.6
Carmelo Anthony,2019-20,PF,POR,58.0,58.0,32.8,5.8,13.5,0.43,1.5,3.9,0.385,2.3,2.8,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9,15.4,12.4,0.525,21.2,1.3,-3.6,-0.8
DÄvis BertÄns,2019-20,PF,WAS,54.0,4.0,29.3,4.9,11.3,0.434,3.7,8.7,0.424,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,15.5,0.628,19.0,3.5,0.9,1.1
Serge Ibaka,2019-20,C,TOR,55.0,27.0,27.0,6.2,12.2,0.512,1.3,3.3,0.385,1.6,2.3,0.718,2.1,6.1,8.2,1.4,0.5,0.8,2.0,2.8,15.4,17.3,0.583,24.0,3.9,0.1,0.8
Kendrick Nunn,2019-20,PG,MIA,67.0,67.0,29.3,6.0,13.6,0.439,2.0,5.8,0.35,1.3,1.5,0.85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3,15.3,12.9,0.534,24.1,2.0,-2.3,-0.1
JJ Redick,2019-20,SG,NOP,60.0,36.0,26.4,4.8,10.5,0.453,3.0,6.6,0.453,2.8,3.1,0.892,0.2,2.4,2.5,2.0,0.3,0.2,1.3,1.6,15.3,15.4,0.644,20.4,4.1,0.7,1.1
Jordan Clarkson,2019-20,SG,2TM,71.0,2.0,24.0,5.5,12.2,0.454,2.1,5.8,0.368,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2,17.3,0.574,26.3,3.4,1.1,1.3
Will Barton,2019-20,SF,DEN,58.0,58.0,33.0,5.7,12.7,0.45,1.9,5.0,0.375,1.8,2.3,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1,15.6,0.549,20.1,4.2,1.1,1.5
Bogdan BogdanoviÄ,2019-20,SG,SAC,61.0,28.0,29.0,5.5,12.6,0.44,2.7,7.2,0.372,1.4,1.9,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1,15.2,0.565,22.6,3.1,0.6,1.2
Rudy Gobert,2019-20,C,UTA,68.0,68.0,34.3,5.7,8.2,0.693,0.0,0.0,,3.7,5.9,0.63,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2,15.1,21.7,0.699,16.2,10.7,3.6,3.3
Alec Burks,2019-20,SF,2TM,66.0,19.0,26.6,4.9,11.6,0.418,1.8,4.6,0.385,3.6,4.0,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,15.0,16.7,0.561,23.8,3.7,0.5,1.1
Eric Bledsoe,2019-20,PG,MIL,61.0,61.0,27.0,5.5,11.5,0.475,1.2,3.5,0.344,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,17.6,0.571,23.7,5.4,1.8,1.6
Jonas ValanÄiÅ«nas,2019-20,C,MEM,70.0,70.0,26.4,6.2,10.6,0.585,0.5,1.3,0.352,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9,22.2,0.631,21.5,7.0,2.4,2.0
Lauri Markkanen,2019-20,PF,CHI,50.0,50.0,29.8,5.0,11.8,0.425,2.2,6.3,0.344,2.5,3.1,0.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,14.3,0.56,21.1,2.6,-0.6,0.5
Terrence Ross,2019-20,SG,ORL,69.0,0.0,27.4,4.9,12.3,0.403,2.6,7.3,0.351,2.3,2.7,0.853,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.6,14.7,14.0,0.548,22.8,3.0,-0.4,0.8
Harrison Barnes,2019-20,PF,SAC,72.0,72.0,34.5,5.1,11.0,0.46,1.4,3.7,0.381,3.0,3.7,0.801,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,14.5,13.3,0.574,17.4,4.6,-1.3,0.5
Joe Harris,2019-20,SF,BRK,69.0,69.0,30.8,5.5,11.4,0.486,2.5,5.9,0.424,0.9,1.3,0.719,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3,14.5,13.3,0.606,18.3,4.3,-0.2,1.0
Victor Oladipo,2019-20,SG,IND,19.0,16.0,27.8,5.1,12.9,0.394,1.7,5.5,0.317,2.5,3.1,0.814,0.5,3.5,3.9,2.9,0.9,0.2,2.5,1.9,14.5,11.3,0.506,26.5,0.0,-3.3,-0.2
Mike Conley,2019-20,PG,UTA,47.0,41.0,29.0,4.9,12.1,0.409,2.0,5.4,0.375,2.4,3.0,0.827,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4,14.1,0.537,23.1,2.5,0.3,0.8
Aaron Gordon,2019-20,PF,ORL,62.0,62.0,32.5,5.4,12.4,0.437,1.2,3.8,0.308,2.4,3.6,0.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,14.4,15.1,0.516,20.7,3.7,0.0,1.0
Eric Gordon,2019-20,SF,HOU,36.0,15.0,28.2,4.8,12.9,0.369,2.7,8.4,0.317,2.3,3.0,0.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9,14.4,10.3,0.51,22.5,0.5,-3.9,-0.5
RJ Barrett,2019-20,SG,NYK,56.0,55.0,30.4,5.2,13.0,0.402,1.1,3.5,0.32,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3,10.7,0.479,24.0,-0.5,-4.3,-1.0
Marvin Bagley III,2019-20,C,SAC,13.0,6.0,25.7,6.0,12.8,0.467,0.3,1.7,0.182,1.9,2.4,0.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2,15.6,0.512,25.8,0.4,-3.5,-0.1
Jabari Parker,2019-20,PF,2TM,38.0,23.0,24.1,5.8,11.3,0.51,0.8,3.1,0.269,1.6,2.1,0.753,1.6,4.0,5.6,1.8,1.2,0.4,1.7,2.6,14.0,18.0,0.571,24.0,1.6,0.3,0.5
Eric Paschall,2019-20,PF,GSW,60.0,26.0,27.6,5.3,10.7,0.497,0.6,2.2,0.287,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0,14.5,0.571,21.4,2.1,-2.7,-0.3
Clint Capela,2019-20,C,HOU,39.0,39.0,32.8,6.3,9.9,0.629,0.0,0.0,,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9,20.6,0.626,16.1,4.9,1.4,1.1
Josh Richardson,2019-20,SG,PHI,55.0,53.0,30.8,5.1,11.7,0.43,1.5,4.5,0.341,2.1,2.6,0.809,0.7,2.4,3.2,2.9,0.9,0.7,1.9,2.5,13.7,12.0,0.533,20.6,2.1,-1.8,0.1
Rui Hachimura,2019-20,PF,WAS,48.0,48.0,30.1,5.3,11.4,0.466,0.5,1.8,0.287,2.4,2.9,0.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,13.5,13.5,0.535,19.0,1.8,-3.2,-0.4
Tyler Herro,2019-20,SG,MIA,55.0,8.0,27.4,4.9,11.5,0.428,2.1,5.4,0.389,1.6,1.8,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4,13.5,12.5,0.55,22.3,1.6,-1.6,0.1
